,starttime,resolution,speed,volume,occupancy
922,2011-03-02T14:20:00,0:05:00,61.74,163,14.93
924,2011-03-02T14:25:00,0:05:00,59.99,168,14.67
926,2011-03-02T14:30:00,0:05:00,62.71,154,13.07
928,2011-03-02T14:35:00,0:05:00,61.33,126,10.8
930,2011-03-02T14:40:00,0:05:00,60.41,160,13
932,2011-03-02T14:45:00,0:05:00,60.79,123,10
934,2011-03-02T14:50:00,0:05:00,61.54,74,7.08
936,2011-03-02T14:55:00,0:05:00,62.92,75,7.5
938,2011-03-02T15:00:00,0:05:00,62.49,154,13
940,2011-03-02T15:05:00,0:05:00,61.47,162,13.67
942,2011-03-02T15:10:00,0:05:00,59.37,167,15
944,2011-03-02T15:15:00,0:05:00,61.31,162,15.79
946,2011-03-02T15:20:00,0:05:00,62.78,164,13.2
948,2011-03-02T15:25:00,0:05:00,62.46,127,10.8
950,2011-03-02T15:30:00,0:05:00,62.29,147,12.07
952,2011-03-02T15:35:00,0:05:00,58.46,192,16.33
954,2011-03-02T15:40:00,0:05:00,51.98,179,22.47
956,2011-03-02T15:45:00,0:05:00,57.65,156,13.53
958,2011-03-02T15:50:00,0:05:00,60.26,85,7.2
960,2011-03-02T15:55:00,0:05:00,56.99,148,12.6
962,2011-03-02T16:00:00,0:05:00,60.34,127,12.23
964,2011-03-02T16:05:00,0:05:00,57.71,82,14
966,2011-03-02T16:10:00,0:05:00,46.92,142,17.5
968,2011-03-02T16:15:00,0:05:00,42.95,151,23.27
970,2011-03-02T16:20:00,0:05:00,37.64,145,28.87
972,2011-03-02T16:25:00,0:05:00,37.78,160,28
974,2011-03-02T16:30:00,0:05:00,24.58,83,32.33
976,2011-03-02T16:35:00,0:05:00,24.61,142,30.47
978,2011-03-02T16:40:00,0:05:00,28.22,155,34.8
980,2011-03-02T16:45:00,0:05:00,25,157,32.67
982,2011-03-02T16:50:00,0:05:00,32.43,143,26.67
984,2011-03-02T16:55:00,0:05:00,27.65,135,26.67
986,2011-03-02T17:00:00,0:05:00,26.84,135,31.2
988,2011-03-02T17:05:00,0:05:00,30.23,94,37
990,2011-03-02T17:10:00,0:05:00,52.14,124,13.85
992,2011-03-02T17:15:00,0:05:00,60.46,112,13.64
994,2011-03-02T17:20:00,0:05:00,60.08,163,14.2
996,2011-03-02T17:25:00,0:05:00,59.68,157,14.07
998,2011-03-02T17:30:00,0:05:00,59.44,171,14.87
1000,2011-03-02T17:35:00,0:05:00,55.15,144,13.07
1002,2011-03-02T17:40:00,0:05:00,58.2,142,12.73
1004,2011-03-02T17:45:00,0:05:00,57.89,128,11.53
1006,2011-03-02T17:50:00,0:05:00,59.32,66,9.11
1008,2011-03-02T17:55:00,0:05:00,60.59,88,11.5
1010,2011-03-02T18:00:00,0:05:00,59.35,93,8.71
1012,2011-03-02T18:05:00,0:05:00,60.68,100,8.27
1014,2011-03-02T18:10:00,0:05:00,56.32,121,11.13
1016,2011-03-02T18:15:00,0:05:00,59.57,104,8.2
1018,2011-03-02T18:20:00,0:05:00,59.29,107,8.87
1020,2011-03-02T18:25:00,0:05:00,58.06,105,9.2
1022,2011-03-02T18:30:00,0:05:00,58.8,90,8.33
1024,2011-03-02T18:35:00,0:05:00,59.59,88,7.53
1026,2011-03-02T18:40:00,0:05:00,58.66,106,8.4
1028,2011-03-02T18:45:00,0:05:00,60.83,96,7.27
1030,2011-03-02T18:50:00,0:05:00,59.29,65,5.27
1032,2011-03-02T18:55:00,0:05:00,59.99,76,6.07
1034,2011-03-02T19:00:00,0:05:00,60.79,47,6.11
1036,2011-03-02T19:05:00,0:05:00,60.51,78,6.6
1038,2011-03-02T19:10:00,0:05:00,60.16,79,6.07
1040,2011-03-02T19:15:00,0:05:00,60.23,83,6.67
1042,2011-03-02T19:20:00,0:05:00,59.27,93,7.53
1044,2011-03-02T19:25:00,0:05:00,61.56,55,4.47
1046,2011-03-02T19:30:00,0:05:00,62.23,44,2.8
1048,2011-03-02T19:35:00,0:05:00,60.64,77,6.2
1050,2011-03-02T19:40:00,0:05:00,61.69,35,2.85
1052,2011-03-02T19:45:00,0:05:00,60.84,49,4.73
1054,2011-03-02T19:50:00,0:05:00,62.18,71,5.87
1056,2011-03-02T19:55:00,0:05:00,62.19,54,4.07
1058,2011-03-02T20:00:00,0:05:00,62.84,25,1.4
1060,2011-03-02T20:05:00,0:05:00,62.5,30,2.07
1062,2011-03-02T20:10:00,0:05:00,64.1,51,3.67
1064,2011-03-02T20:15:00,0:05:00,62.26,39,2.67
1066,2011-03-02T20:20:00,0:05:00,62.82,55,4
1068,2011-03-02T20:25:00,0:05:00,63.28,32,3.22
1070,2011-03-02T20:30:00,0:05:00,61.04,50,6.89
1072,2011-03-02T20:35:00,0:05:00,62.12,43,2.8
1074,2011-03-02T20:40:00,0:05:00,62.87,46,3.33
1076,2011-03-02T20:45:00,0:05:00,61.3,30,2.07
1078,2011-03-02T20:50:00,0:05:00,63.09,67,5.33
1080,2011-03-02T20:55:00,0:05:00,63.02,41,2.73
1082,2011-03-02T21:00:00,0:05:00,63.72,25,3.11
1084,2011-03-02T21:05:00,0:05:00,62.58,43,2.67
1086,2011-03-02T21:10:00,0:05:00,61.67,52,4.2
1088,2011-03-02T21:15:00,0:05:00,62.4,68,5.07
1090,2011-03-02T21:20:00,0:05:00,62.94,48,3.07
1092,2011-03-02T21:25:00,0:05:00,62.47,34,2.27
1094,2011-03-02T21:30:00,0:05:00,62.43,35,2.47
1096,2011-03-02T21:35:00,0:05:00,62.4,25,1.53
1098,2011-03-02T21:40:00,0:05:00,63.31,35,2.47
1100,2011-03-02T21:45:00,0:05:00,64.47,19,1.67
1102,2011-03-02T21:50:00,0:05:00,64.92,24,1.73
1104,2011-03-02T21:55:00,0:05:00,64,33,2.47
1106,2011-03-02T22:00:00,0:05:00,64.41,17,0.8
1108,2011-03-02T22:05:00,0:05:00,64.45,11,0.67
1110,2011-03-02T22:10:00,0:05:00,61.56,18,0.93
1112,2011-03-02T22:15:00,0:05:00,63.68,19,2.22
1114,2011-03-02T22:20:00,0:05:00,62.8,25,1.4
1116,2011-03-02T22:25:00,0:05:00,62.53,15,0.87
1118,2011-03-02T22:30:00,0:05:00,63.33,9,0.6
1120,2011-03-02T22:35:00,0:05:00,65.14,7,0.6
1122,2011-03-02T22:40:00,0:05:00,60.36,33,2.71
1124,2011-03-02T22:45:00,0:05:00,63.63,38,2.13
1126,2011-03-02T22:50:00,0:05:00,65.4,15,0.8
1128,2011-03-02T22:55:00,0:05:00,62.33,6,0.13
1130,2011-03-02T23:00:00,0:05:00,63.56,9,0.56
1132,2011-03-02T23:05:00,0:05:00,56.68,19,0.93
1134,2011-03-02T23:10:00,0:05:00,60.92,24,1.4
1136,2011-03-02T23:15:00,0:05:00,65.64,11,0.4
1138,2011-03-02T23:20:00,0:05:00,65.32,19,1.07
1140,2011-03-02T23:25:00,0:05:00,63,12,0.8
1142,2011-03-02T23:30:00,0:05:00,57.27,11,0.79
1144,2011-03-02T23:35:00,0:05:00,60.82,17,1
1146,2011-03-02T23:40:00,0:05:00,62.67,6,0.22
1148,2011-03-02T23:45:00,0:05:00,52.89,9,0.4
1150,2011-03-02T23:50:00,0:05:00,62.13,8,0.67
1152,2011-03-02T23:55:00,0:05:00,64.45,11,0.73
1154,2011-03-03T00:00:00,0:05:00,58.8,5,0.2
1155,2011-03-03T00:05:00,0:05:00,64.8,5,0.13
1157,2011-03-03T00:10:00,0:05:00,60,2,0
1159,2011-03-03T00:15:00,0:05:00,63.2,10,0.53
1162,2011-03-03T00:20:00,0:05:00,60.8,10,0.53
1163,2011-03-03T00:25:00,0:05:00,62,7,0.27
1165,2011-03-03T00:30:00,0:05:00,58.67,3,0.07
1167,2011-03-03T00:35:00,0:05:00,55,2,0.13
1170,2011-03-03T00:40:00,0:05:00,62.33,6,0.27
1172,2011-03-03T00:45:00,0:05:00,NA,0,0
1174,2011-03-03T00:50:00,0:05:00,63.83,12,0.4
1176,2011-03-03T00:55:00,0:05:00,62.71,7,0.4
1177,2011-03-03T01:00:00,0:05:00,65.67,3,0
1180,2011-03-03T01:05:00,0:05:00,62,4,0.27
1181,2011-03-03T01:10:00,0:05:00,64,2,0
1184,2011-03-03T01:15:00,0:05:00,61,4,0.36
1185,2011-03-03T01:20:00,0:05:00,56,2,0.13
1187,2011-03-03T01:25:00,0:05:00,NA,0,0
1189,2011-03-03T01:30:00,0:05:00,57.5,4,0.27
1191,2011-03-03T01:35:00,0:05:00,NA,0,0
1194,2011-03-03T01:40:00,0:05:00,60,2,0.13
1195,2011-03-03T01:45:00,0:05:00,63.43,7,0.87
1198,2011-03-03T01:50:00,0:05:00,69,1,0
1200,2011-03-03T01:55:00,0:05:00,49,1,0.07
1202,2011-03-03T02:00:00,0:05:00,65,1,0.07
1204,2011-03-03T02:05:00,0:05:00,60,3,0
1206,2011-03-03T02:10:00,0:05:00,64,4,0.4
1207,2011-03-03T02:15:00,0:05:00,68,2,0
1210,2011-03-03T02:20:00,0:05:00,60,1,0
1211,2011-03-03T02:25:00,0:05:00,56,2,0.18
1214,2011-03-03T02:30:00,0:05:00,62.2,10,0.53
1216,2011-03-03T02:35:00,0:05:00,64,1,0.11
1218,2011-03-03T02:40:00,0:05:00,58.86,7,0.47
1220,2011-03-03T02:45:00,0:05:00,57.75,8,0.53
1221,2011-03-03T02:50:00,0:05:00,70,2,0
1224,2011-03-03T02:55:00,0:05:00,60,3,0.2
1226,2011-03-03T03:00:00,0:05:00,60,1,0.07
1228,2011-03-03T03:05:00,0:05:00,64.43,7,0.47
1230,2011-03-03T03:10:00,0:05:00,69,2,0.07
1232,2011-03-03T03:15:00,0:05:00,64.5,4,0.13
1234,2011-03-03T03:20:00,0:05:00,60,1,0.08
1236,2011-03-03T03:25:00,0:05:00,61.8,5,0.45
1238,2011-03-03T03:30:00,0:05:00,66.5,8,0.77
1240,2011-03-03T03:35:00,0:05:00,63,6,0.18
1241,2011-03-03T03:40:00,0:05:00,61.67,6,0.44
1244,2011-03-03T03:45:00,0:05:00,66.2,10,0.4
1246,2011-03-03T03:50:00,0:05:00,NA,0,0
1248,2011-03-03T03:55:00,0:05:00,61.64,11,0.53
1250,2011-03-03T04:00:00,0:05:00,59,1,0
1252,2011-03-03T04:05:00,0:05:00,NA,0,0
1254,2011-03-03T04:10:00,0:05:00,58.2,10,0.4
1256,2011-03-03T04:15:00,0:05:00,62.89,18,1.67
1258,2011-03-03T04:20:00,0:05:00,67.67,21,1.2
1260,2011-03-03T04:25:00,0:05:00,65.23,13,0.6
1262,2011-03-03T04:30:00,0:05:00,63.46,24,1.27
1264,2011-03-03T04:35:00,0:05:00,63.95,37,2.53
1266,2011-03-03T04:40:00,0:05:00,67.53,45,2.6
1268,2011-03-03T04:45:00,0:05:00,63.61,44,2.73
1270,2011-03-03T04:50:00,0:05:00,64,31,2.13
1272,2011-03-03T04:55:00,0:05:00,65.5,28,1.6
1274,2011-03-03T05:00:00,0:05:00,65.68,37,2.2
1276,2011-03-03T05:05:00,0:05:00,61.63,32,2.93
1278,2011-03-03T05:10:00,0:05:00,64.38,60,4.73
1280,2011-03-03T05:15:00,0:05:00,64.57,61,4.47
1282,2011-03-03T05:20:00,0:05:00,65.21,57,3.87
1284,2011-03-03T05:25:00,0:05:00,64.01,79,6
1286,2011-03-03T05:30:00,0:05:00,62.31,87,6.67
1288,2011-03-03T05:35:00,0:05:00,60.84,132,10.73
1290,2011-03-03T05:40:00,0:05:00,63.09,109,8.67
1292,2011-03-03T05:45:00,0:05:00,65.22,110,8.47
1294,2011-03-03T05:50:00,0:05:00,63.46,143,11.53
1296,2011-03-03T05:55:00,0:05:00,62.92,107,8.6
1298,2011-03-03T06:00:00,0:05:00,60.08,132,11.4
1300,2011-03-03T06:05:00,0:05:00,60.88,130,11.13
1302,2011-03-03T06:10:00,0:05:00,60.26,174,14.93
1304,2011-03-03T06:15:00,0:05:00,39.45,172,25.6
1306,2011-03-03T06:20:00,0:05:00,27.63,98,30.44
1308,2011-03-03T06:25:00,0:05:00,48.98,166,18.6
1310,2011-03-03T06:30:00,0:05:00,40.55,73,30.11
1312,2011-03-03T06:35:00,0:05:00,47.57,104,16.5
1314,2011-03-03T06:40:00,0:05:00,23.83,65,32.63
1316,2011-03-03T06:45:00,0:05:00,16.87,127,39.53
1318,2011-03-03T06:50:00,0:05:00,19.64,129,35.2
1320,2011-03-03T06:55:00,0:05:00,18.42,118,39.2
1322,2011-03-03T07:00:00,0:05:00,18.74,117,34.8
1324,2011-03-03T07:05:00,0:05:00,30.84,144,29.8
1326,2011-03-03T07:10:00,0:05:00,26.96,139,32.53
1328,2011-03-03T07:15:00,0:05:00,24.77,146,32.73
1330,2011-03-03T07:20:00,0:05:00,24.99,145,31.2
1332,2011-03-03T07:25:00,0:05:00,29.8,173,31.8
1334,2011-03-03T07:30:00,0:05:00,49.87,173,18.2
1336,2011-03-03T07:35:00,0:05:00,33.95,150,27.53
1338,2011-03-03T07:40:00,0:05:00,31.02,109,23.85
1340,2011-03-03T07:45:00,0:05:00,36.17,105,21.18
1342,2011-03-03T07:50:00,0:05:00,39.99,143,19.6
1344,2011-03-03T07:55:00,0:05:00,33.54,151,24.6
1346,2011-03-03T08:00:00,0:05:00,41.81,154,22.67
1348,2011-03-03T08:05:00,0:05:00,51.74,170,18.53
1350,2011-03-03T08:10:00,0:05:00,49.28,144,18.27
1352,2011-03-03T08:15:00,0:05:00,58.65,125,10.6
1354,2011-03-03T08:20:00,0:05:00,56.9,136,13.2
1356,2011-03-03T08:25:00,0:05:00,56.96,142,13.27
1358,2011-03-03T08:30:00,0:05:00,54.59,177,17.33
1360,2011-03-03T08:35:00,0:05:00,55.72,170,17.6
1362,2011-03-03T08:40:00,0:05:00,60.16,149,12.73
1364,2011-03-03T08:45:00,0:05:00,60.38,128,11.6
1366,2011-03-03T08:50:00,0:05:00,62.33,123,11.33
1368,2011-03-03T08:55:00,0:05:00,59.3,140,13.27
1370,2011-03-03T09:00:00,0:05:00,63.04,118,10.07
1372,2011-03-03T09:05:00,0:05:00,60.97,127,11.47
1374,2011-03-03T09:10:00,0:05:00,60.69,124,11.6
1376,2011-03-03T09:15:00,0:05:00,61.77,86,11.11
1378,2011-03-03T09:20:00,0:05:00,62.28,135,11.27
1380,2011-03-03T09:25:00,0:05:00,58.96,150,13.13
1382,2011-03-03T09:30:00,0:05:00,61.04,106,8.87
1384,2011-03-03T09:35:00,0:05:00,60.47,154,13.33
1386,2011-03-03T09:40:00,0:05:00,62.06,170,14.67
1388,2011-03-03T09:45:00,0:05:00,60.06,137,11.33
1390,2011-03-03T09:50:00,0:05:00,61.42,106,8.73
1392,2011-03-03T09:55:00,0:05:00,62.3,115,10.47
1394,2011-03-03T10:00:00,0:05:00,62.14,136,11.53
1396,2011-03-03T10:05:00,0:05:00,63.7,93,7.73
1398,2011-03-03T10:10:00,0:05:00,61.81,141,11.07
1400,2011-03-03T10:15:00,0:05:00,62.16,108,9.2
1402,2011-03-03T10:20:00,0:05:00,60.8,139,13.13
1404,2011-03-03T10:25:00,0:05:00,58.65,143,12.73
1406,2011-03-03T10:30:00,0:05:00,56.91,152,13.87
1408,2011-03-03T10:35:00,0:05:00,58.31,137,14.29
1410,2011-03-03T10:40:00,0:05:00,59.74,103,14.67
1412,2011-03-03T10:45:00,0:05:00,58.84,154,14.86
1414,2011-03-03T10:50:00,0:05:00,58.55,136,12.64
1416,2011-03-03T10:55:00,0:05:00,59.12,110,11.14
1418,2011-03-03T11:00:00,0:05:00,59.46,116,11.07
1420,2011-03-03T11:05:00,0:05:00,61.18,136,10.8
1422,2011-03-03T11:10:00,0:05:00,59.67,156,13.67
1424,2011-03-03T11:15:00,0:05:00,59.33,114,10.36
1426,2011-03-03T11:20:00,0:05:00,61.63,80,12.44
1428,2011-03-03T11:25:00,0:05:00,61.24,127,11.5
1430,2011-03-03T11:30:00,0:05:00,61.66,109,10.43
1432,2011-03-03T11:35:00,0:05:00,62.5,105,9.53
1434,2011-03-03T11:40:00,0:05:00,62.17,121,11.64
1436,2011-03-03T11:45:00,0:05:00,59.59,148,12.73
1438,2011-03-03T11:50:00,0:05:00,62.5,135,10.93
1440,2011-03-03T11:55:00,0:05:00,61.93,132,12.36
1442,2011-03-03T12:00:00,0:05:00,58.92,169,15.13
1444,2011-03-03T12:05:00,0:05:00,61.18,145,14.71
1446,2011-03-03T12:10:00,0:05:00,61.07,143,12.33
1448,2011-03-03T12:15:00,0:05:00,60.01,181,16.2
1450,2011-03-03T12:20:00,0:05:00,59.02,160,16.07
1452,2011-03-03T12:25:00,0:05:00,59.39,165,14.8
1454,2011-03-03T12:30:00,0:05:00,49.11,182,24.53
1456,2011-03-03T12:35:00,0:05:00,31.82,139,30.2
1458,2011-03-03T12:40:00,0:05:00,25.85,143,35.4
1460,2011-03-03T12:45:00,0:05:00,31.61,135,32.8
1462,2011-03-03T12:50:00,0:05:00,49.83,151,17.73
1464,2011-03-03T12:55:00,0:05:00,57.19,204,18.93
1466,2011-03-03T13:00:00,0:05:00,36.51,145,28.2
1468,2011-03-03T13:05:00,0:05:00,46.33,167,22.8
1470,2011-03-03T13:10:00,0:05:00,44.12,153,30.07
1472,2011-03-03T13:15:00,0:05:00,35,131,26
1474,2011-03-03T13:20:00,0:05:00,33.98,141,25.67
1476,2011-03-03T13:25:00,0:05:00,30.58,151,29.07
1478,2011-03-03T13:30:00,0:05:00,39.44,88,20.22
1480,2011-03-03T13:35:00,0:05:00,49.85,157,17.87
1482,2011-03-03T13:40:00,0:05:00,37.59,143,23.27
1484,2011-03-03T13:45:00,0:05:00,45.38,133,16
1486,2011-03-03T13:50:00,0:05:00,33.97,137,26.67
1488,2011-03-03T13:55:00,0:05:00,28.66,125,29.4
1490,2011-03-03T14:00:00,0:05:00,31.62,115,24.6
1492,2011-03-03T14:05:00,0:05:00,42.32,136,22
1494,2011-03-03T14:10:00,0:05:00,36.62,142,26.4
1496,2011-03-03T14:15:00,0:05:00,22.82,127,37.2
1498,2011-03-03T14:20:00,0:05:00,21.92,119,36.67
1500,2011-03-03T14:25:00,0:05:00,27.12,138,28
1502,2011-03-03T14:30:00,0:05:00,29.89,148,28.8
1504,2011-03-03T14:35:00,0:05:00,33.73,136,24.67
1506,2011-03-03T14:40:00,0:05:00,51.14,79,12.78
1508,2011-03-03T14:45:00,0:05:00,52.96,160,15.33
1510,2011-03-03T14:50:00,0:05:00,30.88,139,26.87
1512,2011-03-03T14:55:00,0:05:00,42.75,138,16.33
1514,2011-03-03T15:00:00,0:05:00,22.39,112,29.47
1516,2011-03-03T15:05:00,0:05:00,39.2,148,21.8
1518,2011-03-03T15:10:00,0:05:00,44.03,136,21.21
1520,2011-03-03T15:15:00,0:05:00,38.03,157,25.67
1522,2011-03-03T15:20:00,0:05:00,32.35,129,25.64
1524,2011-03-03T15:25:00,0:05:00,16.97,99,41.87
1526,2011-03-03T15:30:00,0:05:00,48.25,158,18.53
1528,2011-03-03T15:35:00,0:05:00,55.62,105,10.07
1530,2011-03-03T15:40:00,0:05:00,55.34,142,12.53
1532,2011-03-03T15:45:00,0:05:00,54.43,99,14.2
1534,2011-03-03T15:50:00,0:05:00,56.8,140,14.07
1536,2011-03-03T15:55:00,0:05:00,57.09,149,12.73
1538,2011-03-03T16:00:00,0:05:00,58.25,119,10.29
1540,2011-03-03T16:05:00,0:05:00,56.82,142,13.4
1542,2011-03-03T16:10:00,0:05:00,57.74,127,12.5
1544,2011-03-03T16:15:00,0:05:00,57.49,154,13.4
1546,2011-03-03T16:20:00,0:05:00,56.05,147,13.07
1548,2011-03-03T16:25:00,0:05:00,52.95,132,13.33
1550,2011-03-03T16:30:00,0:05:00,50.65,140,15
1552,2011-03-03T16:35:00,0:05:00,58.14,131,11.73
1554,2011-03-03T16:40:00,0:05:00,57.66,126,14.15
1556,2011-03-03T16:45:00,0:05:00,57.31,100,12.55
1558,2011-03-03T16:50:00,0:05:00,56.1,162,15.4
1560,2011-03-03T16:55:00,0:05:00,58.39,137,12.07
1562,2011-03-03T17:00:00,0:05:00,55.7,162,15.07
1564,2011-03-03T17:05:00,0:05:00,60.18,128,10.8
1566,2011-03-03T17:10:00,0:05:00,55.33,133,13.92
1568,2011-03-03T17:15:00,0:05:00,55.75,108,13.36
1570,2011-03-03T17:20:00,0:05:00,46.73,146,16.47
1572,2011-03-03T17:25:00,0:05:00,56.65,129,11.33
1574,2011-03-03T17:30:00,0:05:00,54.35,157,14.13
1576,2011-03-03T17:35:00,0:05:00,55.91,120,11
1578,2011-03-03T17:40:00,0:05:00,55.34,144,13.07
1580,2011-03-03T17:45:00,0:05:00,55.01,126,11.2
1582,2011-03-03T17:50:00,0:05:00,50.84,140,14
1584,2011-03-03T17:55:00,0:05:00,57.81,135,12.13
1586,2011-03-03T18:00:00,0:05:00,56.59,128,11.33
1588,2011-03-03T18:05:00,0:05:00,52.69,135,13.4
1590,2011-03-03T18:10:00,0:05:00,55,81,12.33
1592,2011-03-03T18:15:00,0:05:00,52.77,113,11.67
1594,2011-03-03T18:20:00,0:05:00,50.7,142,14.07
1596,2011-03-03T18:25:00,0:05:00,48.17,143,16
1598,2011-03-03T18:30:00,0:05:00,47.55,119,13.6
1600,2011-03-03T18:35:00,0:05:00,48.68,136,13.93
1602,2011-03-03T18:40:00,0:05:00,50.41,140,14.4
1604,2011-03-03T18:45:00,0:05:00,54.33,87,8
1606,2011-03-03T18:50:00,0:05:00,56.96,70,5.4
1608,2011-03-03T18:55:00,0:05:00,55.51,81,7.13
1610,2011-03-03T19:00:00,0:05:00,55.39,74,6.2
1612,2011-03-03T19:05:00,0:05:00,51.39,67,6.13
1614,2011-03-03T19:10:00,0:05:00,55.46,65,6.71
1616,2011-03-03T19:15:00,0:05:00,53.62,79,9.47
1618,2011-03-03T19:20:00,0:05:00,55.29,87,7.4
1620,2011-03-03T19:25:00,0:05:00,54.75,71,6.79
1622,2011-03-03T19:30:00,0:05:00,56.01,71,6
1624,2011-03-03T19:35:00,0:05:00,59.14,44,5.2
1626,2011-03-03T19:40:00,0:05:00,57.22,41,4.33
1628,2011-03-03T19:45:00,0:05:00,57,40,4.55
1630,2011-03-03T19:50:00,0:05:00,58.97,70,5.47
1632,2011-03-03T19:55:00,0:05:00,56.03,32,2.8
1634,2011-03-03T20:00:00,0:05:00,58.04,52,4.2
1636,2011-03-03T20:05:00,0:05:00,58.86,29,2.13
1638,2011-03-03T20:10:00,0:05:00,54.37,49,4.2
1640,2011-03-03T20:15:00,0:05:00,59.75,32,1.93
1642,2011-03-03T20:20:00,0:05:00,56.98,40,3
1644,2011-03-03T20:25:00,0:05:00,60.42,52,4.2
1646,2011-03-03T20:30:00,0:05:00,58.71,38,2.73
1648,2011-03-03T20:35:00,0:05:00,60.14,50,4.07
1650,2011-03-03T20:40:00,0:05:00,60.97,37,2.87
1652,2011-03-03T20:45:00,0:05:00,62.29,28,1.67
1654,2011-03-03T20:50:00,0:05:00,60.79,38,2.47
1656,2011-03-03T20:55:00,0:05:00,61.2,46,3.4
1658,2011-03-03T21:00:00,0:05:00,62.61,23,1.4
1660,2011-03-03T21:05:00,0:05:00,62.32,63,4.87
1662,2011-03-03T21:10:00,0:05:00,60.43,46,4.31
1664,2011-03-03T21:15:00,0:05:00,61.37,43,5
1666,2011-03-03T21:20:00,0:05:00,61.47,43,3.27
1668,2011-03-03T21:25:00,0:05:00,61.79,52,4
1670,2011-03-03T21:30:00,0:05:00,61.44,59,4.53
1672,2011-03-03T21:35:00,0:05:00,60.26,27,1.53
1674,2011-03-03T21:40:00,0:05:00,62.89,36,2.47
1676,2011-03-03T21:45:00,0:05:00,62.32,31,2.27
1678,2011-03-03T21:50:00,0:05:00,60.96,55,4.07
1680,2011-03-03T21:55:00,0:05:00,60.04,47,3.4
1682,2011-03-03T22:00:00,0:05:00,62.84,19,1.2
1684,2011-03-03T22:05:00,0:05:00,64.22,18,1.78
1686,2011-03-03T22:10:00,0:05:00,63.3,27,1.77
1688,2011-03-03T22:15:00,0:05:00,61.48,29,2.73
1690,2011-03-03T22:20:00,0:05:00,62.75,16,1.27
1692,2011-03-03T22:25:00,0:05:00,61.67,12,0.6
1694,2011-03-03T22:30:00,0:05:00,57.88,25,1.53
1696,2011-03-03T22:35:00,0:05:00,62.42,19,0.53
1698,2011-03-03T22:40:00,0:05:00,60.8,30,2
1700,2011-03-03T22:45:00,0:05:00,60.38,32,2.13
1702,2011-03-03T22:50:00,0:05:00,59.63,19,2.78
1704,2011-03-03T22:55:00,0:05:00,59.45,22,1.73
1706,2011-03-03T23:00:00,0:05:00,63.5,30,1.6
1708,2011-03-03T23:05:00,0:05:00,62.79,14,0.4
1710,2011-03-03T23:10:00,0:05:00,64,8,0.29
1712,2011-03-03T23:15:00,0:05:00,61.73,22,0.93
1714,2011-03-03T23:20:00,0:05:00,64.94,16,0.6
1716,2011-03-03T23:25:00,0:05:00,63.95,19,1
1718,2011-03-03T23:30:00,0:05:00,64.67,3,0.22
1720,2011-03-03T23:35:00,0:05:00,62,16,0.53
1722,2011-03-03T23:40:00,0:05:00,62.5,16,0.8
1724,2011-03-03T23:45:00,0:05:00,59.45,22,1.4
1726,2011-03-03T23:50:00,0:05:00,43,10,0.33
1728,2011-03-03T23:55:00,0:05:00,63.85,13,0.6
1729,2011-03-04T00:00:00,0:05:00,NA,NA,NA
1732,2011-03-04T00:05:00,0:05:00,NA,NA,NA
1734,2011-03-04T00:10:00,0:05:00,NA,NA,NA
1735,2011-03-04T00:15:00,0:05:00,NA,NA,NA
1737,2011-03-04T00:20:00,0:05:00,NA,NA,NA
1739,2011-03-04T00:25:00,0:05:00,NA,NA,NA
1742,2011-03-04T00:30:00,0:05:00,NA,NA,NA
1743,2011-03-04T00:35:00,0:05:00,NA,NA,NA
1745,2011-03-04T00:40:00,0:05:00,NA,NA,NA
1747,2011-03-04T00:45:00,0:05:00,NA,NA,NA
1749,2011-03-04T00:50:00,0:05:00,NA,NA,NA
1751,2011-03-04T00:55:00,0:05:00,NA,NA,NA
1753,2011-03-04T01:00:00,0:05:00,NA,NA,NA
1755,2011-03-04T01:05:00,0:05:00,NA,NA,NA
1758,2011-03-04T01:10:00,0:05:00,NA,NA,NA
1759,2011-03-04T01:15:00,0:05:00,NA,NA,NA
1761,2011-03-04T01:20:00,0:05:00,NA,NA,NA
1764,2011-03-04T01:25:00,0:05:00,NA,NA,NA
1766,2011-03-04T01:30:00,0:05:00,NA,NA,NA
1767,2011-03-04T01:35:00,0:05:00,NA,NA,NA
1769,2011-03-04T01:40:00,0:05:00,NA,NA,NA
1771,2011-03-04T01:45:00,0:05:00,NA,NA,NA
1773,2011-03-04T01:50:00,0:05:00,NA,NA,NA
1776,2011-03-04T01:55:00,0:05:00,NA,NA,NA
1777,2011-03-04T02:00:00,0:05:00,NA,NA,NA
1780,2011-03-04T02:05:00,0:05:00,NA,NA,NA
1782,2011-03-04T02:10:00,0:05:00,NA,NA,NA
1784,2011-03-04T02:15:00,0:05:00,NA,NA,NA
1786,2011-03-04T02:20:00,0:05:00,NA,NA,NA
1787,2011-03-04T02:25:00,0:05:00,NA,NA,NA
1790,2011-03-04T02:30:00,0:05:00,NA,NA,NA
1792,2011-03-04T02:35:00,0:05:00,NA,NA,NA
1794,2011-03-04T02:40:00,0:05:00,NA,NA,NA
1796,2011-03-04T02:45:00,0:05:00,NA,NA,NA
1797,2011-03-04T02:50:00,0:05:00,NA,NA,NA
1800,2011-03-04T02:55:00,0:05:00,NA,NA,NA
1802,2011-03-04T03:00:00,0:05:00,NA,NA,NA
1803,2011-03-04T03:05:00,0:05:00,NA,NA,NA
1805,2011-03-04T03:10:00,0:05:00,NA,NA,NA
1808,2011-03-04T03:15:00,0:05:00,NA,NA,NA
