,starttime,resolution,speed,volume,occupancy
4724,2011-03-09T04:45:00,0:05:00,65.08,26,1.21
4726,2011-03-09T04:50:00,0:05:00,65.21,39,2.53
4728,2011-03-09T04:55:00,0:05:00,65.22,46,3.79
4730,2011-03-09T05:00:00,0:05:00,65.38,45,2.87
4732,2011-03-09T05:05:00,0:05:00,65.29,42,3
4734,2011-03-09T05:10:00,0:05:00,63.15,41,3
4736,2011-03-09T05:15:00,0:05:00,62.81,80,7.14
4738,2011-03-09T05:20:00,0:05:00,62.31,81,6
4740,2011-03-09T05:25:00,0:05:00,62.45,74,6.36
4742,2011-03-09T05:30:00,0:05:00,63.66,103,7.93
4744,2011-03-09T05:35:00,0:05:00,60.93,113,9.71
4746,2011-03-09T05:40:00,0:05:00,61.48,141,11.47
4748,2011-03-09T05:45:00,0:05:00,61.18,142,12.57
4750,2011-03-09T05:50:00,0:05:00,60.74,136,10.93
4752,2011-03-09T05:55:00,0:05:00,57.71,151,15.43
4754,2011-03-09T06:00:00,0:05:00,59.73,146,12.87
4756,2011-03-09T06:05:00,0:05:00,54.15,155,16.07
4758,2011-03-09T06:10:00,0:05:00,32.56,136,24.6
4760,2011-03-09T06:15:00,0:05:00,27.19,131,30.57
4762,2011-03-09T06:20:00,0:05:00,21.28,99,33.45
4764,2011-03-09T06:25:00,0:05:00,22.59,108,33.25
4766,2011-03-09T06:30:00,0:05:00,33.85,143,23.53
4768,2011-03-09T06:35:00,0:05:00,45.11,142,18.5
4770,2011-03-09T06:40:00,0:05:00,30.62,147,26.8
4772,2011-03-09T06:45:00,0:05:00,35.24,139,23.36
4774,2011-03-09T06:50:00,0:05:00,24.92,132,30.27
4776,2011-03-09T06:55:00,0:05:00,23.37,123,33.07
4778,2011-03-09T07:00:00,0:05:00,17.43,127,38.13
4780,2011-03-09T07:05:00,0:05:00,26.75,112,38.43
4782,2011-03-09T07:10:00,0:05:00,21.88,130,33.93
4784,2011-03-09T07:15:00,0:05:00,23.22,116,37.29
4786,2011-03-09T07:20:00,0:05:00,18.99,135,37.8
4788,2011-03-09T07:25:00,0:05:00,15.86,109,39.07
4790,2011-03-09T07:30:00,0:05:00,15.12,114,41.33
4792,2011-03-09T07:35:00,0:05:00,20.85,124,37.93
4794,2011-03-09T07:40:00,0:05:00,35.14,159,25.27
4796,2011-03-09T07:45:00,0:05:00,20.3,125,34.14
4798,2011-03-09T07:50:00,0:05:00,22.39,112,35.27
4800,2011-03-09T07:55:00,0:05:00,30.02,123,29
4802,2011-03-09T08:00:00,0:05:00,21.33,128,33.47
4804,2011-03-09T08:05:00,0:05:00,22.46,121,35.21
4806,2011-03-09T08:10:00,0:05:00,40.01,142,19.33
4808,2011-03-09T08:15:00,0:05:00,23.41,108,33.43
4810,2011-03-09T08:20:00,0:05:00,26.88,133,27.87
4812,2011-03-09T08:25:00,0:05:00,19.98,123,36
4814,2011-03-09T08:30:00,0:05:00,22.06,125,36.73
4816,2011-03-09T08:35:00,0:05:00,24.07,111,30.5
4818,2011-03-09T08:40:00,0:05:00,13.99,73,46.45
4820,2011-03-09T08:45:00,0:05:00,30.27,103,24.5
4822,2011-03-09T08:50:00,0:05:00,27.89,150,29.07
4824,2011-03-09T08:55:00,0:05:00,26.06,105,36.57
4826,2011-03-09T09:00:00,0:05:00,23.99,129,35.27
4828,2011-03-09T09:05:00,0:05:00,26.44,128,30.57
4830,2011-03-09T09:10:00,0:05:00,21.12,90,37.36
4832,2011-03-09T09:15:00,0:05:00,28.91,118,26.25
4834,2011-03-09T09:20:00,0:05:00,11.94,89,42.8
4836,2011-03-09T09:25:00,0:05:00,17.14,103,35.43
4838,2011-03-09T09:30:00,0:05:00,17.62,123,40
4840,2011-03-09T09:35:00,0:05:00,18.22,114,38.43
4842,2011-03-09T09:40:00,0:05:00,24.16,135,31.87
4844,2011-03-09T09:45:00,0:05:00,16.92,100,35.14
4846,2011-03-09T09:50:00,0:05:00,21.46,123,34.47
4848,2011-03-09T09:55:00,0:05:00,21.14,119,36.86
4850,2011-03-09T10:00:00,0:05:00,25.81,125,33
4852,2011-03-09T10:05:00,0:05:00,22.18,117,33.14
4854,2011-03-09T10:10:00,0:05:00,34.84,135,25.33
4856,2011-03-09T10:15:00,0:05:00,17.3,99,41.21
4858,2011-03-09T10:20:00,0:05:00,25.49,140,32.93
4860,2011-03-09T10:25:00,0:05:00,37.9,125,23.79
4862,2011-03-09T10:30:00,0:05:00,33.04,122,23.2
4864,2011-03-09T10:35:00,0:05:00,57.3,104,10.93
4866,2011-03-09T10:40:00,0:05:00,57.02,100,9.07
4868,2011-03-09T10:45:00,0:05:00,58.54,114,12.07
4870,2011-03-09T10:50:00,0:05:00,59.7,115,10.8
4872,2011-03-09T10:55:00,0:05:00,59.7,76,7.57
4874,2011-03-09T11:00:00,0:05:00,59.75,48,13.67
4876,2011-03-09T11:05:00,0:05:00,55.62,120,13.36
4878,2011-03-09T11:10:00,0:05:00,58.05,123,11.33
4880,2011-03-09T11:15:00,0:05:00,57.91,114,11.86
4882,2011-03-09T11:20:00,0:05:00,56.57,116,11.6
4884,2011-03-09T11:25:00,0:05:00,56.67,113,11.43
4886,2011-03-09T11:30:00,0:05:00,53.92,169,17.4
4888,2011-03-09T11:35:00,0:05:00,59,182,20
4890,2011-03-09T11:40:00,0:05:00,59,195,20
4892,2011-03-09T11:45:00,0:05:00,59,182,20
4894,2011-03-09T11:50:00,0:05:00,58.4,187,19.4
4896,2011-03-09T11:55:00,0:05:00,57.32,76,12.25
4898,2011-03-09T12:00:00,0:05:00,59.33,123,10.87
4900,2011-03-09T12:05:00,0:05:00,59.62,115,11.07
4902,2011-03-09T12:10:00,0:05:00,58.26,135,12.4
4904,2011-03-09T12:15:00,0:05:00,59.09,118,11.71
4906,2011-03-09T12:20:00,0:05:00,59.39,140,12.87
4908,2011-03-09T12:25:00,0:05:00,59.09,112,10.36
4910,2011-03-09T12:30:00,0:05:00,58.65,118,10.4
4912,2011-03-09T12:35:00,0:05:00,60.82,109,10.93
4914,2011-03-09T12:40:00,0:05:00,59.18,128,12.8
4916,2011-03-09T12:45:00,0:05:00,56.82,152,15.14
4918,2011-03-09T12:50:00,0:05:00,60.31,121,10.53
4920,2011-03-09T12:55:00,0:05:00,59.61,120,12.5
4922,2011-03-09T13:00:00,0:05:00,59.42,163,15.27
4924,2011-03-09T13:05:00,0:05:00,47.63,120,17.57
4926,2011-03-09T13:10:00,0:05:00,27.42,105,32.73
4928,2011-03-09T13:15:00,0:05:00,59.92,101,12.08
4930,2011-03-09T13:20:00,0:05:00,59.83,127,12.47
4932,2011-03-09T13:25:00,0:05:00,59.1,127,11.57
4934,2011-03-09T13:30:00,0:05:00,58.38,135,12.13
4936,2011-03-09T13:35:00,0:05:00,60.28,109,10.36
4938,2011-03-09T13:40:00,0:05:00,60.05,118,10.33
4940,2011-03-09T13:45:00,0:05:00,57.58,64,14.83
4942,2011-03-09T13:50:00,0:05:00,56.55,130,11.8
4944,2011-03-09T13:55:00,0:05:00,58.74,126,12.21
4946,2011-03-09T14:00:00,0:05:00,58.98,137,12.33
4948,2011-03-09T14:05:00,0:05:00,46.78,153,20.5
4950,2011-03-09T14:10:00,0:05:00,27.15,138,28.07
4952,2011-03-09T14:15:00,0:05:00,17.99,103,37.36
4954,2011-03-09T14:20:00,0:05:00,31.22,134,26.67
4956,2011-03-09T14:25:00,0:05:00,30.12,120,28.29
4958,2011-03-09T14:30:00,0:05:00,24,130,32.07
4960,2011-03-09T14:35:00,0:05:00,45.29,127,16.5
4962,2011-03-09T14:40:00,0:05:00,40.93,150,21.73
4964,2011-03-09T14:45:00,0:05:00,24.86,129,33.71
4966,2011-03-09T14:50:00,0:05:00,37.75,135,20.67
4968,2011-03-09T14:55:00,0:05:00,29.42,116,28.93
4970,2011-03-09T15:00:00,0:05:00,55.6,144,13.4
4972,2011-03-09T15:05:00,0:05:00,56.99,133,12.71
4974,2011-03-09T15:10:00,0:05:00,54.91,136,12.07
4976,2011-03-09T15:15:00,0:05:00,54.26,138,13.86
4978,2011-03-09T15:20:00,0:05:00,55.68,142,14.53
4980,2011-03-09T15:25:00,0:05:00,51.84,144,15.57
4982,2011-03-09T15:30:00,0:05:00,51.37,139,14.27
4984,2011-03-09T15:35:00,0:05:00,54,109,11.64
4986,2011-03-09T15:40:00,0:05:00,52.74,146,14.13
4988,2011-03-09T15:45:00,0:05:00,53.17,113,10.86
4990,2011-03-09T15:50:00,0:05:00,51.32,152,15.4
4992,2011-03-09T15:55:00,0:05:00,51.68,139,15.64
4994,2011-03-09T16:00:00,0:05:00,51.91,136,13.87
4996,2011-03-09T16:05:00,0:05:00,50,141,16.57
4998,2011-03-09T16:10:00,0:05:00,42.9,136,16.6
5000,2011-03-09T16:15:00,0:05:00,36.78,109,20.36
5002,2011-03-09T16:20:00,0:05:00,34.05,121,23.6
5004,2011-03-09T16:25:00,0:05:00,52.07,116,11.86
5006,2011-03-09T16:30:00,0:05:00,52.5,125,12.27
5008,2011-03-09T16:35:00,0:05:00,52.69,124,12.86
5010,2011-03-09T16:40:00,0:05:00,54.71,144,13.8
5012,2011-03-09T16:45:00,0:05:00,51.54,149,16.36
5014,2011-03-09T16:50:00,0:05:00,56.24,141,14.33
5016,2011-03-09T16:55:00,0:05:00,58.02,137,12.64
5018,2011-03-09T17:00:00,0:05:00,54.19,139,13.27
5020,2011-03-09T17:05:00,0:05:00,56.78,147,13.71
5022,2011-03-09T17:10:00,0:05:00,56.21,149,14.13
5024,2011-03-09T17:15:00,0:05:00,58.14,119,11.21
5026,2011-03-09T17:20:00,0:05:00,59.87,154,13.93
5028,2011-03-09T17:25:00,0:05:00,60.28,136,12
5030,2011-03-09T17:30:00,0:05:00,58.91,120,14.45
5032,2011-03-09T17:35:00,0:05:00,58,120,12.92
5034,2011-03-09T17:40:00,0:05:00,58.44,82,11.44
5036,2011-03-09T17:45:00,0:05:00,59.75,130,12
5038,2011-03-09T17:50:00,0:05:00,58.18,133,10.87
5040,2011-03-09T17:55:00,0:05:00,56.69,124,12.29
5042,2011-03-09T18:00:00,0:05:00,57.9,126,10.8
5044,2011-03-09T18:05:00,0:05:00,58.92,107,10.57
5046,2011-03-09T18:10:00,0:05:00,57.28,129,11.47
5048,2011-03-09T18:15:00,0:05:00,53.43,137,15.36
5050,2011-03-09T18:20:00,0:05:00,56.3,148,13.4
5052,2011-03-09T18:25:00,0:05:00,57.42,109,10.57
5054,2011-03-09T18:30:00,0:05:00,55.28,138,13.47
5056,2011-03-09T18:35:00,0:05:00,58.71,96,9.29
5058,2011-03-09T18:40:00,0:05:00,59.89,91,7.27
5060,2011-03-09T18:45:00,0:05:00,60.77,81,7.14
5062,2011-03-09T18:50:00,0:05:00,60.3,94,8.27
5064,2011-03-09T18:55:00,0:05:00,60.01,80,6.79
5066,2011-03-09T19:00:00,0:05:00,60.46,82,6.2
5068,2011-03-09T19:05:00,0:05:00,58.45,58,6
5070,2011-03-09T19:10:00,0:05:00,60.48,81,6.13
5072,2011-03-09T19:15:00,0:05:00,60.91,74,7.71
5074,2011-03-09T19:20:00,0:05:00,61.64,78,6.33
5076,2011-03-09T19:25:00,0:05:00,60.4,58,5.14
5078,2011-03-09T19:30:00,0:05:00,62.16,37,4
5080,2011-03-09T19:35:00,0:05:00,61.54,59,4.93
5082,2011-03-09T19:40:00,0:05:00,61.36,59,4.13
5084,2011-03-09T19:45:00,0:05:00,61.24,49,4.57
5086,2011-03-09T19:50:00,0:05:00,61.44,43,3.47
5088,2011-03-09T19:55:00,0:05:00,62.18,45,3.43
5090,2011-03-09T20:00:00,0:05:00,62.22,65,5.2
5092,2011-03-09T20:05:00,0:05:00,63.58,57,4.79
5094,2011-03-09T20:10:00,0:05:00,59.33,42,4.36
5096,2011-03-09T20:15:00,0:05:00,60.7,37,3.17
5098,2011-03-09T20:20:00,0:05:00,61.1,40,2.8
5100,2011-03-09T20:25:00,0:05:00,62.9,39,2.79
5102,2011-03-09T20:30:00,0:05:00,62.89,35,3.7
5104,2011-03-09T20:35:00,0:05:00,58.9,39,4.36
5106,2011-03-09T20:40:00,0:05:00,60.63,41,3.27
5108,2011-03-09T20:45:00,0:05:00,62.55,66,6.29
5110,2011-03-09T20:50:00,0:05:00,61.69,70,5.2
5112,2011-03-09T20:55:00,0:05:00,58.93,43,3.21
5114,2011-03-09T21:00:00,0:05:00,59.93,43,2.93
5116,2011-03-09T21:05:00,0:05:00,59.52,64,5.5
5118,2011-03-09T21:10:00,0:05:00,62.32,44,3.2
5120,2011-03-09T21:15:00,0:05:00,61.7,23,1.64
5122,2011-03-09T21:20:00,0:05:00,61.06,50,3.93
5124,2011-03-09T21:25:00,0:05:00,61.16,31,2.07
5126,2011-03-09T21:30:00,0:05:00,59.93,44,3.27
5128,2011-03-09T21:35:00,0:05:00,63.82,45,4.36
5130,2011-03-09T21:40:00,0:05:00,62.92,48,3.47
5132,2011-03-09T21:45:00,0:05:00,63.33,40,2.86
5134,2011-03-09T21:50:00,0:05:00,62.15,26,1.67
5136,2011-03-09T21:55:00,0:05:00,60.61,31,2.29
5138,2011-03-09T22:00:00,0:05:00,57.45,20,1.6
5140,2011-03-09T22:05:00,0:05:00,63.83,23,1.36
5142,2011-03-09T22:10:00,0:05:00,62.21,28,1.47
5144,2011-03-09T22:15:00,0:05:00,62.62,21,1.36
5146,2011-03-09T22:20:00,0:05:00,64.14,28,1.47
5148,2011-03-09T22:25:00,0:05:00,61.54,35,3
5150,2011-03-09T22:30:00,0:05:00,62.24,21,2.3
5152,2011-03-09T22:35:00,0:05:00,61,9,0.71
5154,2011-03-09T22:40:00,0:05:00,62.14,21,1.4
5156,2011-03-09T22:45:00,0:05:00,61.75,12,0.79
5158,2011-03-09T22:50:00,0:05:00,61.88,16,1.07
5160,2011-03-09T22:55:00,0:05:00,61.64,22,1.57
5162,2011-03-09T23:00:00,0:05:00,62,17,0.73
5164,2011-03-09T23:05:00,0:05:00,66.5,8,0.36
5166,2011-03-09T23:10:00,0:05:00,64.89,9,0.2
5168,2011-03-09T23:15:00,0:05:00,63.06,18,1.21
5170,2011-03-09T23:20:00,0:05:00,61.86,14,0.9
5172,2011-03-09T23:25:00,0:05:00,50.33,12,0.57
5174,2011-03-09T23:30:00,0:05:00,63.56,9,0.27
5176,2011-03-09T23:35:00,0:05:00,65,3,0.07
5178,2011-03-09T23:40:00,0:05:00,64.5,12,0.47
5180,2011-03-09T23:45:00,0:05:00,62,21,1.43
5182,2011-03-09T23:50:00,0:05:00,57,5,0.4
5184,2011-03-09T23:55:00,0:05:00,63.57,7,0.21
5186,2011-03-10T00:00:00,0:05:00,NA,NA,NA
5188,2011-03-10T00:05:00,0:05:00,NA,NA,NA
5190,2011-03-10T00:10:00,0:05:00,NA,NA,NA
5192,2011-03-10T00:15:00,0:05:00,NA,NA,NA
5194,2011-03-10T00:20:00,0:05:00,NA,NA,NA
5196,2011-03-10T00:25:00,0:05:00,NA,NA,NA
5198,2011-03-10T00:30:00,0:05:00,NA,NA,NA
5200,2011-03-10T00:35:00,0:05:00,NA,NA,NA
5202,2011-03-10T00:40:00,0:05:00,NA,NA,NA
5204,2011-03-10T00:45:00,0:05:00,NA,NA,NA
5206,2011-03-10T00:50:00,0:05:00,NA,NA,NA
5208,2011-03-10T00:55:00,0:05:00,NA,NA,NA
5210,2011-03-10T01:00:00,0:05:00,NA,NA,NA
5212,2011-03-10T01:05:00,0:05:00,NA,NA,NA
5214,2011-03-10T01:10:00,0:05:00,NA,NA,NA
5216,2011-03-10T01:15:00,0:05:00,NA,NA,NA
5218,2011-03-10T01:20:00,0:05:00,NA,NA,NA
5220,2011-03-10T01:25:00,0:05:00,NA,NA,NA
5222,2011-03-10T01:30:00,0:05:00,NA,NA,NA
5224,2011-03-10T01:35:00,0:05:00,NA,NA,NA
5226,2011-03-10T01:40:00,0:05:00,NA,NA,NA
5228,2011-03-10T01:45:00,0:05:00,NA,NA,NA
5230,2011-03-10T01:50:00,0:05:00,NA,NA,NA
5232,2011-03-10T01:55:00,0:05:00,NA,NA,NA
5234,2011-03-10T02:00:00,0:05:00,NA,NA,NA
5236,2011-03-10T02:05:00,0:05:00,NA,NA,NA
5238,2011-03-10T02:10:00,0:05:00,NA,NA,NA
5240,2011-03-10T02:15:00,0:05:00,NA,NA,NA
5242,2011-03-10T02:20:00,0:05:00,NA,NA,NA
5244,2011-03-10T02:25:00,0:05:00,NA,NA,NA
5246,2011-03-10T02:30:00,0:05:00,NA,NA,NA
5248,2011-03-10T02:35:00,0:05:00,NA,NA,NA
5250,2011-03-10T02:40:00,0:05:00,NA,NA,NA
5252,2011-03-10T02:45:00,0:05:00,NA,NA,NA
5254,2011-03-10T02:50:00,0:05:00,NA,NA,NA
5256,2011-03-10T02:55:00,0:05:00,NA,NA,NA
5258,2011-03-10T03:00:00,0:05:00,NA,NA,NA
5260,2011-03-10T03:05:00,0:05:00,NA,NA,NA
5262,2011-03-10T03:10:00,0:05:00,NA,NA,NA
5264,2011-03-10T03:15:00,0:05:00,NA,NA,NA
5266,2011-03-10T03:20:00,0:05:00,NA,NA,NA
5267,2011-03-10T03:25:00,0:05:00,NA,NA,NA
5270,2011-03-10T03:30:00,0:05:00,NA,NA,NA
5272,2011-03-10T03:35:00,0:05:00,NA,NA,NA
5274,2011-03-10T03:40:00,0:05:00,NA,NA,NA
5276,2011-03-10T03:45:00,0:05:00,NA,NA,NA
5278,2011-03-10T03:50:00,0:05:00,NA,NA,NA
5280,2011-03-10T03:55:00,0:05:00,NA,NA,NA
5282,2011-03-10T04:00:00,0:05:00,NA,NA,NA
5284,2011-03-10T04:05:00,0:05:00,NA,NA,NA
5286,2011-03-10T04:10:00,0:05:00,NA,NA,NA
5288,2011-03-10T04:15:00,0:05:00,NA,NA,NA
5290,2011-03-10T04:20:00,0:05:00,NA,NA,NA
5292,2011-03-10T04:25:00,0:05:00,NA,NA,NA
5294,2011-03-10T04:30:00,0:05:00,NA,NA,NA
5296,2011-03-10T04:35:00,0:05:00,NA,NA,NA
5298,2011-03-10T04:40:00,0:05:00,NA,NA,NA
5300,2011-03-10T04:45:00,0:05:00,NA,NA,NA
5302,2011-03-10T04:50:00,0:05:00,NA,NA,NA
5304,2011-03-10T04:55:00,0:05:00,NA,NA,NA
5306,2011-03-10T05:00:00,0:05:00,NA,NA,NA
5308,2011-03-10T05:05:00,0:05:00,NA,NA,NA
5310,2011-03-10T05:10:00,0:05:00,NA,NA,NA
5312,2011-03-10T05:15:00,0:05:00,NA,NA,NA
5314,2011-03-10T05:20:00,0:05:00,NA,NA,NA
5316,2011-03-10T05:25:00,0:05:00,NA,NA,NA
5318,2011-03-10T05:30:00,0:05:00,NA,NA,NA
5320,2011-03-10T05:35:00,0:05:00,NA,NA,NA
5322,2011-03-10T05:40:00,0:05:00,NA,NA,NA
5324,2011-03-10T05:45:00,0:05:00,NA,NA,NA
5326,2011-03-10T05:50:00,0:05:00,NA,NA,NA
5328,2011-03-10T05:55:00,0:05:00,NA,NA,NA
5330,2011-03-10T06:00:00,0:05:00,NA,NA,NA
5332,2011-03-10T06:05:00,0:05:00,NA,NA,NA
5334,2011-03-10T06:10:00,0:05:00,NA,NA,NA
5336,2011-03-10T06:15:00,0:05:00,NA,NA,NA
5338,2011-03-10T06:20:00,0:05:00,NA,NA,NA
5340,2011-03-10T06:25:00,0:05:00,NA,NA,NA
5342,2011-03-10T06:30:00,0:05:00,NA,NA,NA
5344,2011-03-10T06:35:00,0:05:00,NA,NA,NA
5346,2011-03-10T06:40:00,0:05:00,NA,NA,NA
5348,2011-03-10T06:45:00,0:05:00,NA,NA,NA
5350,2011-03-10T06:50:00,0:05:00,NA,NA,NA
5352,2011-03-10T06:55:00,0:05:00,NA,NA,NA
5354,2011-03-10T07:00:00,0:05:00,NA,NA,NA
5356,2011-03-10T07:05:00,0:05:00,NA,NA,NA
5358,2011-03-10T07:10:00,0:05:00,NA,NA,NA
5360,2011-03-10T07:15:00,0:05:00,NA,NA,NA
5362,2011-03-10T07:20:00,0:05:00,NA,NA,NA
5364,2011-03-10T07:25:00,0:05:00,NA,NA,NA
5366,2011-03-10T07:30:00,0:05:00,NA,NA,NA
5368,2011-03-10T07:35:00,0:05:00,NA,NA,NA
5369,2011-03-10T07:40:00,0:05:00,NA,NA,NA
5372,2011-03-10T07:45:00,0:05:00,NA,NA,NA
5374,2011-03-10T07:50:00,0:05:00,NA,NA,NA
5376,2011-03-10T07:55:00,0:05:00,NA,NA,NA
5378,2011-03-10T08:00:00,0:05:00,NA,NA,NA
5380,2011-03-10T08:05:00,0:05:00,NA,NA,NA
5382,2011-03-10T08:10:00,0:05:00,NA,NA,NA
5384,2011-03-10T08:15:00,0:05:00,NA,NA,NA
5386,2011-03-10T08:20:00,0:05:00,NA,NA,NA
5388,2011-03-10T08:25:00,0:05:00,NA,NA,NA
5390,2011-03-10T08:30:00,0:05:00,NA,NA,NA
5392,2011-03-10T08:35:00,0:05:00,NA,NA,NA
5394,2011-03-10T08:40:00,0:05:00,NA,NA,NA
5396,2011-03-10T08:45:00,0:05:00,NA,NA,NA
5398,2011-03-10T08:50:00,0:05:00,NA,NA,NA
5400,2011-03-10T08:55:00,0:05:00,NA,NA,NA
5402,2011-03-10T09:00:00,0:05:00,NA,NA,NA
5404,2011-03-10T09:05:00,0:05:00,NA,NA,NA
5406,2011-03-10T09:10:00,0:05:00,NA,NA,NA
5408,2011-03-10T09:15:00,0:05:00,NA,NA,NA
5410,2011-03-10T09:20:00,0:05:00,NA,NA,NA
5412,2011-03-10T09:25:00,0:05:00,NA,NA,NA
5414,2011-03-10T09:30:00,0:05:00,NA,NA,NA
5416,2011-03-10T09:35:00,0:05:00,NA,NA,NA
5418,2011-03-10T09:40:00,0:05:00,NA,NA,NA
5420,2011-03-10T09:45:00,0:05:00,NA,NA,NA
5422,2011-03-10T09:50:00,0:05:00,NA,NA,NA
5424,2011-03-10T09:55:00,0:05:00,NA,NA,NA
5426,2011-03-10T10:00:00,0:05:00,NA,NA,NA
5428,2011-03-10T10:05:00,0:05:00,NA,NA,NA
5430,2011-03-10T10:10:00,0:05:00,NA,NA,NA
5432,2011-03-10T10:15:00,0:05:00,NA,NA,NA
5434,2011-03-10T10:20:00,0:05:00,NA,NA,NA
5436,2011-03-10T10:25:00,0:05:00,NA,NA,NA
5438,2011-03-10T10:30:00,0:05:00,NA,NA,NA
5440,2011-03-10T10:35:00,0:05:00,NA,NA,NA
5442,2011-03-10T10:40:00,0:05:00,NA,NA,NA
5444,2011-03-10T10:45:00,0:05:00,NA,NA,NA
5446,2011-03-10T10:50:00,0:05:00,NA,NA,NA
5448,2011-03-10T10:55:00,0:05:00,NA,NA,NA
5450,2011-03-10T11:00:00,0:05:00,NA,NA,NA
5452,2011-03-10T11:05:00,0:05:00,NA,NA,NA
5454,2011-03-10T11:10:00,0:05:00,NA,NA,NA
5456,2011-03-10T11:15:00,0:05:00,NA,NA,NA
5458,2011-03-10T11:20:00,0:05:00,NA,NA,NA
5460,2011-03-10T11:25:00,0:05:00,NA,NA,NA
5462,2011-03-10T11:30:00,0:05:00,NA,NA,NA
5464,2011-03-10T11:35:00,0:05:00,NA,NA,NA
5466,2011-03-10T11:40:00,0:05:00,NA,NA,NA
5468,2011-03-10T11:45:00,0:05:00,NA,NA,NA
5470,2011-03-10T11:50:00,0:05:00,NA,NA,NA
5472,2011-03-10T11:55:00,0:05:00,NA,NA,NA
5474,2011-03-10T12:00:00,0:05:00,NA,NA,NA
5476,2011-03-10T12:05:00,0:05:00,NA,NA,NA
5478,2011-03-10T12:10:00,0:05:00,NA,NA,NA
5480,2011-03-10T12:15:00,0:05:00,NA,NA,NA
5482,2011-03-10T12:20:00,0:05:00,NA,NA,NA
5484,2011-03-10T12:25:00,0:05:00,NA,NA,NA
5486,2011-03-10T12:30:00,0:05:00,NA,NA,NA
5488,2011-03-10T12:35:00,0:05:00,NA,NA,NA
5490,2011-03-10T12:40:00,0:05:00,NA,NA,NA
5492,2011-03-10T12:45:00,0:05:00,NA,NA,NA
5494,2011-03-10T12:50:00,0:05:00,NA,NA,NA
5496,2011-03-10T12:55:00,0:05:00,NA,NA,NA
5498,2011-03-10T13:00:00,0:05:00,NA,NA,NA
5500,2011-03-10T13:05:00,0:05:00,NA,NA,NA
5502,2011-03-10T13:10:00,0:05:00,NA,NA,NA
5504,2011-03-10T13:15:00,0:05:00,NA,NA,NA
5506,2011-03-10T13:20:00,0:05:00,NA,NA,NA
5508,2011-03-10T13:25:00,0:05:00,NA,NA,NA
5510,2011-03-10T13:30:00,0:05:00,NA,NA,NA
5512,2011-03-10T13:35:00,0:05:00,NA,NA,NA
5514,2011-03-10T13:40:00,0:05:00,NA,NA,NA
5516,2011-03-10T13:45:00,0:05:00,NA,NA,NA
5518,2011-03-10T13:50:00,0:05:00,NA,NA,NA
5520,2011-03-10T13:55:00,0:05:00,NA,NA,NA
5522,2011-03-10T14:00:00,0:05:00,NA,NA,NA
5524,2011-03-10T14:05:00,0:05:00,NA,NA,NA
5526,2011-03-10T14:10:00,0:05:00,NA,NA,NA
5528,2011-03-10T14:15:00,0:05:00,NA,NA,NA
5530,2011-03-10T14:20:00,0:05:00,NA,NA,NA
5532,2011-03-10T14:25:00,0:05:00,NA,NA,NA
5534,2011-03-10T14:30:00,0:05:00,NA,NA,NA
5536,2011-03-10T14:35:00,0:05:00,NA,NA,NA
5538,2011-03-10T14:40:00,0:05:00,NA,NA,NA
5540,2011-03-10T14:45:00,0:05:00,NA,NA,NA
5542,2011-03-10T14:50:00,0:05:00,NA,NA,NA
5544,2011-03-10T14:55:00,0:05:00,NA,NA,NA
5546,2011-03-10T15:00:00,0:05:00,NA,NA,NA
5548,2011-03-10T15:05:00,0:05:00,NA,NA,NA
5550,2011-03-10T15:10:00,0:05:00,NA,NA,NA
5552,2011-03-10T15:15:00,0:05:00,NA,NA,NA
5554,2011-03-10T15:20:00,0:05:00,NA,NA,NA
5556,2011-03-10T15:25:00,0:05:00,NA,NA,NA
5558,2011-03-10T15:30:00,0:05:00,NA,NA,NA
5560,2011-03-10T15:35:00,0:05:00,NA,NA,NA
5562,2011-03-10T15:40:00,0:05:00,NA,NA,NA
5564,2011-03-10T15:45:00,0:05:00,NA,NA,NA
5566,2011-03-10T15:50:00,0:05:00,NA,NA,NA
5568,2011-03-10T15:55:00,0:05:00,NA,NA,NA
5570,2011-03-10T16:00:00,0:05:00,NA,NA,NA
5572,2011-03-10T16:05:00,0:05:00,NA,NA,NA
5574,2011-03-10T16:10:00,0:05:00,NA,NA,NA
5576,2011-03-10T16:15:00,0:05:00,NA,NA,NA
5578,2011-03-10T16:20:00,0:05:00,NA,NA,NA
5580,2011-03-10T16:25:00,0:05:00,NA,NA,NA
5582,2011-03-10T16:30:00,0:05:00,NA,NA,NA
5584,2011-03-10T16:35:00,0:05:00,NA,NA,NA
5586,2011-03-10T16:40:00,0:05:00,NA,NA,NA
5588,2011-03-10T16:45:00,0:05:00,NA,NA,NA
5590,2011-03-10T16:50:00,0:05:00,NA,NA,NA
5592,2011-03-10T16:55:00,0:05:00,NA,NA,NA
5594,2011-03-10T17:00:00,0:05:00,NA,NA,NA
5596,2011-03-10T17:05:00,0:05:00,NA,NA,NA
5598,2011-03-10T17:10:00,0:05:00,NA,NA,NA
5600,2011-03-10T17:15:00,0:05:00,NA,NA,NA
5602,2011-03-10T17:20:00,0:05:00,NA,NA,NA
5604,2011-03-10T17:25:00,0:05:00,NA,NA,NA
5606,2011-03-10T17:30:00,0:05:00,NA,NA,NA
5608,2011-03-10T17:35:00,0:05:00,NA,NA,NA
5610,2011-03-10T17:40:00,0:05:00,NA,NA,NA
5612,2011-03-10T17:45:00,0:05:00,NA,NA,NA
