AC,CAL,GR,K,RD,SP,Core Lithology,,1,coarse sandstone
0.032452085,0.112609426,0.16260577,0.235353332,0.115544645,0.289003696,6,,,
0.100517562,0.025201167,0.059147526,0.088584659,0.12618269,0.43885496,7,,,
0.085820321,0.007118224,0.021135935,0.06059996,0.13839175,0.431412539,5,,,
0.063405222,0.107259705,0.009269913,0.044091001,0.14139169,0.434488665,5,,,
0.031327088,0.009240428,0.070579912,0.105697604,0.146181075,0.438201424,7,,,
0.039918548,0.102926872,0.033604863,0.16368029,0.163790247,0.301240591,6,,,
0.048880816,0.028915023,0.065224131,0.218441715,0.158140658,0.707030018,5,,,
0.04692307,0.021222036,0.054795953,0.129857057,0.162739008,0.614678641,5,,,
0.208115064,0.441727827,0.070441072,0.272599154,0.173470927,0.302913868,2,,,
0.044547377,0.106861791,0.030599844,0.160660358,0.177402664,0.301556091,6,,,
0.049188776,0.036961712,0.101999479,0.145963358,0.185918141,0.364836391,5,,,
0.191928302,0.038774427,0.182589147,0.326957922,0.166928989,0.330159553,4,,,
0.121949073,0.163453886,0.074315265,0.119991947,0.175452868,0.289212151,3,,,
0.03153449,0.091917941,0.050381618,0.322931347,0.177613058,0.410443052,5,,,
0.107550366,0.090724202,0.038243623,0.079122207,0.183760142,0.265786271,3,,,
0.012070152,0.098372977,0.024317832,0.025971411,0.197214398,0.40453306,5,,,
0.043108135,0.098815103,0.02650503,0.148781961,0.19742187,0.301865958,6,,,
0.230784701,0.441639402,0.07777484,0.29293336,0.212376279,0.304942083,2,,,
0.074472933,0.047970643,0.024764781,0.03925911,0.221107995,0.432454816,5,,,
0.038925533,0.01666814,0.035225291,0.055768069,0.221180683,0.433716816,7,,,
0.054398959,0.172075338,0.023526637,0.053352124,0.273003714,0.680922387,5,,,
0.01331142,0.136528429,0.136684627,0.352124019,0.245641539,0.301719475,6,,,
0.123334894,0.067689451,0.030723468,0.064626535,0.255464308,0.255780412,3,,,
0.003610676,0.027234946,0.018480868,0.081538152,0.285342444,0.582492,5,,,
0.007727286,0.02542223,0.029884725,0.080330179,0.285892536,0.594638752,5,,,
0.016947235,0.138827483,0.118399656,0.358566539,0.281687214,0.302936404,6,,,
0.131043325,0.069015828,0.029354092,0.060197302,0.282093026,0.253808537,3,,,
0.036182174,0.032009904,0.030090132,0.071069056,0.359737168,0.43548587,5,,,
0.014562115,0.127332213,0.035014179,0.178578619,0.803566178,0.311640826,6,,,
0.01442699,0.134185162,0.033460318,0.186430441,0.891133903,0.311652094,6,,,
