,Unnamed: 0,"DEPT,m","LITHOLOGY_GEOLINK,_",LITH,"GR,gAPI","NPHI,m3/m3","RHOB,g/cm3","DTC,us/ft","RDEP,ohm.m","RMED,ohm.m","Igr,m3/m3",GR_s,GR_std,RHOB_std,NPHI_std,DTC_std,"DPHI,m3/m3","deltaPHI,m3/m3","APHI,m3/m3",log10RMED,log10RDEP,M,N,"DT_m,us/ft","rho_m,g/cm3","Vp,km/s",rho_Vp,rho_Vp2,GR_grad,RHOB_grad,NPHI_grad,DTC_grad,log10RDEP_grad,log10RMED_grad,DPHI_grad,deltaPHI_grad,APHI_grad,M_grad,N_grad,DTm_grad,rhom_grad,rhoVp_grad,rhoVp2_grad,"groupTop,m","DgroupTop,m",Cromer Knoll,Hegre,Rogaland,Rotliegend,Shetland,Vestland,Viking,Zechstein,LITH_g,prob_c,prob_a
4729,4729,2795.718018,6,6,78.56300354,0.258789986,2.324150085,89.77080536,0.577000022,0.846000016,0.566883072,1.508405991,4.96542814,0.016502155,0.011434571,1.382799365,0.225643225,0.033146761,0.242216606,-0.072629629,-0.23882417,0.749380269,0.559762841,55.12539933,2.786470852,3.395313087,7.891217199,26.79315303,11.46879178,-0.095570241,-0.031981421,6.422745367,0.185580633,0.077849241,0.05588903,-0.087870451,0.011953805,0.005643849,0.065272015,14.34712346,-0.204672517,-0.879474923,-4.850087902,2594,201.718018,0,1,0,0,0,0,0,0,1,0.000115682,1.69E-07
4730,4730,2795.870606,6,6,80.31300354,0.253910005,2.309567213,90.75083923,0.592999995,0.902999997,0.580838637,1.589233179,4.980396601,0.016351168,0.010174078,1.403799068,0.23417122,0.019738785,0.244040613,-0.044312251,-0.22694531,0.750241452,0.569722568,57.3145982,2.755240282,3.358646519,7.75701988,26.05308781,-25.43602266,-0.078094084,-0.019233014,4.616358874,0.147645488,0.042941258,0.045669055,-0.064902068,0.013218021,0.009575492,0.049107222,9.544559438,-0.149331984,-0.651827064,-3.487511812,2594,201.870606,0,1,0,0,0,0,0,0,1,0.000147107,1.42E-07
4731,4731,2796.022949,6,6,76.43800354,0.25097999,2.297670126,91.45410919,0.601999998,0.950999975,0.549937028,1.41025869,4.949636518,0.016138608,0.009505423,1.42083452,0.241128581,0.009851409,0.246054286,-0.021819494,-0.22040351,0.751700211,0.577203709,58.76864502,2.732490599,3.332818973,7.657718589,25.5217898,-20.92634787,-0.040438074,0.118547491,1.988778816,0.02981997,-0.004739339,0.023647997,0.094899495,0.071097744,0.008137393,-0.073717209,-18.40021532,0.225654396,-0.300304139,-1.550723731,2594,202.022949,0,1,0,0,0,0,0,0,1,0.000223304,1.28E-07
4732,4732,2796.175293,6,6,73.25,0.269039989,2.291509628,91.75708771,0.601000011,0.961000025,0.524513947,1.263014483,4.890098707,0.015888852,0.009734606,1.447614673,0.244731212,0.024308777,0.2568856,-0.017276601,-0.22112552,0.752939894,0.565973335,55.96548262,2.766867693,3.321814127,7.611969055,25.28554635,-15.99666846,0.014263424,0.025665632,-0.256610172,-0.008913302,-0.043012966,-0.008341183,0.034006815,0.008662224,-0.006317932,-0.02607931,-5.049205793,0.081990508,0.068697534,0.299042038,2594,202.175293,0,1,0,0,0,0,0,0,1,0.000220258,1.15E-07
4733,4733,2796.327637,6,6,70.81300354,0.272949994,2.293682575,91.71799469,0.592000008,0.958000004,0.505079853,1.150457013,4.94087839,0.015838539,0.009632044,1.501356882,0.243460482,0.029489512,0.258205238,-0.018634489,-0.227678287,0.751977395,0.562000308,55.19626641,2.779358454,3.323229986,7.622434713,25.33110361,0,0.048098402,0.051183553,-2.471648229,-0.078312891,-0.092845309,-0.028127721,0.079311274,0.011527916,-0.008802642,-0.060118031,-12.95839859,0.193499094,0.366762182,1.909317522,2594,202.327637,0,1,0,0,0,0,0,0,1,0.000220768,1.15E-07
4734,4734,2796.480225,6,6,70.81300354,0.28075999,2.301021814,91.34085083,0.573000014,0.931999981,0.505079853,1.150457013,5.057005336,0.015946324,0.009443331,1.572778227,0.23916853,0.04159146,0.25996426,-0.030584096,-0.241845367,0.750634218,0.552827018,53.21897029,2.808884094,3.336951512,7.67839822,25.62244255,-26.67010325,0.054628299,-0.083298918,-5.0868139,-0.183168668,-0.106441161,-0.031946374,-0.051352544,-0.057622646,0.007532221,0.040553831,8.502997223,-0.131228103,0.615124252,3.509338799,2594,202.480225,0,1,0,0,0,0,0,0,1,0.000166054,1.13E-07
4735,4735,2796.632568,6,6,66.75,0.268069983,2.309344053,90.56591034,0.551999986,0.874000013,0.472678989,0.962799211,5.048910821,0.015839015,0.008224104,1.64218817,0.234301723,0.03376826,0.251185853,-0.058488561,-0.258060933,0.751781699,0.55900511,54.51434239,2.788892411,3.365504626,7.772108094,26.15706575,0.41356102,0.038553812,0.028816566,-6.919159337,-0.342709592,-0.089174917,-0.022546089,0.051362656,0.003135239,0.030571022,-0.03829659,-14.83708722,0.123846869,0.732055917,4.514661319,2594,202.632568,0,1,0,0,0,0,0,0,1,0.00018292,1.25E-07
4736,4736,2796.784912,5,5,66.81300354,0.272460014,2.315217495,89.51181793,0.535000026,0.774999976,0.473181418,0.965709154,5.048526923,0.015110518,0.007689453,1.712279994,0.230866962,0.041593052,0.251663488,-0.110698311,-0.271646197,0.756439011,0.553170855,52.25400118,2.807759739,3.405136856,7.883632421,26.84484731,-25.02890524,0.011025436,0,-5.763712453,-0.135596005,-0.075592452,-0.006447623,0.006447623,-0.003223812,0.037434248,-0.004631303,-7.92219337,0.015154405,0.550575177,3.639034634,2594,202.784912,0,1,0,0,0,0,0,0,1,0.000130277,1.29E-07
4737,4737,2796.937256,5,5,63,0.272460014,2.316897154,88.63375092,0.521000028,0.739000022,0.442774206,0.789598093,5.299188405,0.013429222,0.007915162,1.805834124,0.229884705,0.042575309,0.25117236,-0.131355549,-0.283162253,0.762141894,0.552465304,51.04710255,2.810068421,3.438870488,7.967509246,27.39923241,-0.406975463,-0.009139612,0.006432738,-2.298173345,-0.086155614,-0.055249076,0.005344802,0.001087936,0.00588877,0.02276496,-0.001051626,-4.384480523,0.003446493,0.17585324,1.320383416,2594,202.937256,0,1,0,0,0,0,0,0,1,0.00013572,1.28E-07
4738,4738,2797.0896,5,5,62.93799973,0.273440003,2.315504789,88.283638,0.510999978,0.717000008,0.442279778,0.786734489,5.848795736,0.011700843,0.00822094,1.923004084,0.230698954,0.042741049,0.252069478,-0.144480839,-0.291579119,0.765609999,0.552305095,50.37915325,2.810593474,3.452508269,7.994299432,27.6003849,-0.819199413,-0.005990615,-0.009633779,0.040549978,0.058929381,-0.033616717,0.003503284,-0.013137062,-0.003065247,0.003180439,0.009845213,1.890021735,-0.032187509,-0.024352842,-0.09674887,2594,203.0896,0,1,0,0,0,0,0,0,1,0.000123552,1.17E-07
4739,4739,2797.242188,5,5,62.81299973,0.271970004,2.314590693,88.28982544,0.504999995,0.731999993,0.441282952,0.780961118,6.248522922,0.01084466,0.009374627,2.033795446,0.231233513,0.040736491,0.251601758,-0.135488923,-0.296708626,0.766095296,0.553807356,50.66754788,2.805682046,3.452266314,7.99058348,27.58562218,38.15075369,0.00533825,-0.038465837,0.131511064,0.110760372,-0.005650607,-0.003121784,-0.035344053,-0.02079381,-0.00410879,0.026995111,7.429702865,-0.087368436,0.0065253,-0.01855855,2594,203.242188,0,1,0,0,0,0,0,0,1,0.000125974,1.09E-07
4740,4740,2797.394531,5,5,68.625,0.266110003,2.315403938,88.30986023,0.504000008,0.760999978,0.487631381,1.04939977,6.095020139,0.010688056,0.010323626,2.088826893,0.230757931,0.035352072,0.248433967,-0.118615356,-0.297569457,0.76546935,0.557919872,51.79941111,2.792372077,3.451483101,7.991577564,27.58279491,13.5417446,0.01540744,-0.038465584,-0.978514021,0.14603707,0.039321129,-0.009010199,-0.029455386,-0.023737892,-0.001524402,0.022667001,5.811404977,-0.072372017,0.141968536,0.796977434,2594,203.394531,0,1,0,0,0,0,0,0,1,0.000105882,9.97E-08
4741,4741,2797.546875,6,6,70.68800354,0.260250002,2.317751169,88.16078949,0.510999978,0.800999999,0.504083027,1.144683642,5.466320359,0.010669319,0.01215711,2.049152086,0.229385281,0.030864721,0.244817642,-0.096367484,-0.291579119,0.765237117,0.561373054,52.68474379,2.781346634,3.457319201,8.013205619,27.70420964,-0.820511474,0.032919806,-0.003150738,-2.332227721,0.199290172,0.077051949,-0.019251349,0.016100611,-0.011201043,-0.001413085,-0.011589012,-2.570463377,0.036890224,0.327115963,1.871380375,2594,203.546875,0,1,0,0,0,0,0,0,1,0.000113249,1.04E-07
4742,4742,2797.699219,6,6,70.56300354,0.259770006,2.322766304,87.80548859,0.524999976,0.859000027,0.503086201,1.138910272,4.982492475,0.010133177,0.013111263,1.922023282,0.226452454,0.033317552,0.24311123,-0.066006823,-0.279840716,0.765021842,0.559607537,52.29314912,2.786966638,3.471309085,8.063039773,27.98930322,-18.02238708,0.038268724,0.035192748,-3.123797808,0.104100672,0.090701758,-0.022379371,0.057572118,0.006406689,0.001476411,-0.042607236,-10.79782203,0.137654777,0.421986767,2.474033779,2594,203.699219,0,1,0,0,0,0,0,0,1,0.000132842,1.20E-07
4743,4743,2797.851807,6,6,67.81300354,0.265139997,2.328605652,87.32883453,0.541999996,0.890999973,0.481156027,1.011896118,4.652552282,0.008770026,0.013840252,1.731963239,0.22303763,0.042102367,0.244088814,-0.050122309,-0.266000717,0.765247124,0.553106185,50.64553105,2.807971105,3.490256018,8.12742989,28.36681108,-11.90079977,-0.002521232,0.048049579,-3.102078533,0.028651182,0.113427129,0.001474404,0.046575174,0.024761992,0.024807722,-0.03512597,-13.40125999,0.115940045,0.281424228,2.000710007,2594,203.851807,0,1,0,0,0,0,0,0,1,0.000159774,1.51E-07
4744,4744,2798.00415,6,6,66,0.272460014,2.32822156,86.85625458,0.564000011,0.899999976,0.466698032,0.928158988,4.475776067,0.007230588,0.014046282,1.498622611,0.223262246,0.049197768,0.24786113,-0.045757502,-0.248720888,0.769026407,0.547754989,48.6039429,2.82563376,3.509246303,8.170302901,28.67160525,-3.282045896,-0.056214856,-0.048049264,-2.371490508,-0.047912826,0.104216366,0.032874185,-0.080923448,-0.007587539,0.050729534,0.059743704,5.952748302,-0.19586753,0.025914897,0.87743019,2594,204.00415,0,1,0,0,0,0,0,0,1,0.000186353,1.76E-07
4745,4745,2798.156494,6,6,65.5,0.265139997,2.319657564,86.49497223,0.584999979,0.884999991,0.462710728,0.905065505,4.195811597,0.00631787,0.013178141,1.252148392,0.22827043,0.036869567,0.246705214,-0.053056734,-0.23284415,0.776754747,0.556856584,49.51080838,2.795794517,3.523904134,8.17425088,28.80527647,-22.77084605,-0.031512866,-0.025665632,-1.990882148,-0.068460279,0.086392971,0.018428576,-0.044094208,-0.003618528,0.033757737,0.032865769,2.151137778,-0.105043607,0.077372312,0.938965303,2594,204.156494,0,1,0,0,0,0,0,0,1,0.000233145,1.84E-07
4746,4746,2798.308838,6,6,62.03099823,0.261229992,2.314856768,86.19167328,0.602999985,0.864000022,0.435046796,0.744842842,4.123924176,0.006255555,0.012950574,1.04872003,0.231077913,0.030152079,0.246153953,-0.063486246,-0.219682699,0.781897536,0.561863487,49.83852132,2.779791754,3.536304363,8.186038088,28.9483222,-14.12953987,0.032359347,-0.07988832,-2.038298556,-0.023153427,0.074536401,-0.018923595,-0.060964726,-0.049405957,-0.003726874,0.046754846,12.08996235,-0.146246439,0.309135028,1.784216477,2594,204.308838,0,1,0,0,0,0,0,0,1,0.000305587,2.06E-07
4747,4747,2798.461426,6,6,59.875,0.249039993,2.319794416,85.88065338,0.619000018,0.856999993,0.417853553,0.645263828,4.037062031,0.006673803,0.013102151,0.933738863,0.2281904,0.020849593,0.238615197,-0.067019182,-0.208309338,0.78132886,0.568997715,51.68330449,2.757476302,3.549111217,8.233208383,29.22057223,-19.07523913,0.056956664,0.035117944,-1.40734942,0.107711373,0.081714981,-0.033307991,0.068425934,0.000904977,-0.022904814,-0.050829964,-8.355077583,0.159165807,0.33790893,1.68232169,2594,204.461426,0,1,0,0,0,0,0,0,1,0.000343859,2.63E-07
4748,4748,2798.61377,5,5,56.96900177,0.254390001,2.328471422,85.66625214,0.637000024,0.889999986,0.394679354,0.51104459,4.122321302,0.00741446,0.013283114,0.881990863,0.223116127,0.031273874,0.238753064,-0.05061,-0.195860551,0.777839449,0.561254075,50.41045855,2.781724258,3.557993756,8.284686781,29.47686384,0.82051686,-0.004202057,-0.070498789,-0.247046533,0.176969021,0.066351284,0.002457343,-0.072956132,-0.034020723,0.004322079,0.054869329,12.59119237,-0.171628823,0.008944628,0.116882417,2594,204.61377,0,1,0,0,0,0,0,0,1,0.000371178,3.41E-07
4749,4749,2798.766113,5,5,57.09400177,0.243650004,2.327831268,85.62861633,0.65200001,0.947000027,0.39567618,0.516817961,4.196941344,0.008598011,0.013839148,0.839980704,0.223490487,0.020159517,0.233570245,-0.023650009,-0.185752398,0.778497887,0.569613033,52.32863857,2.755577808,3.559557579,8.286049433,29.49467006,1.437522712,-0.058430893,-0.003216464,2.269777937,0.166620933,0.056280899,0.034170113,-0.037386577,0.015476824,0.017279578,0.027673547,3.579853655,-0.084664719,-0.425908485,-2.288625982,2594,204.766113,0,1,0,0,0,0,0,0,1,0.000410732,3.63E-07
4750,4750,2798.918457,5,5,57.31299973,0.243159995,2.318929672,85.97440338,0.665000022,1.003999949,0.397422603,0.526932812,4.196138565,0.010037455,0.013445147,0.781626108,0.228696098,0.014463897,0.235928047,0.001733691,-0.17717834,0.781130327,0.573828932,52.8740078,2.742679646,3.545241121,8.221164831,29.14601162,9.229126451,-0.055504339,-0.073583436,5.000041879,0.053444467,0.059392739,0.032458678,-0.106042114,-0.020562379,-0.005070148,0.08045443,19.55166999,-0.239224914,-0.66897025,-4.031000752,2594,204.918457,0,1,0,0,0,0,0,0,1,0.000487694,3.28E-07
4751,4751,2799.070801,5,5,58.71900177,0.23195,2.310473919,86.73612976,0.67900002,1.023000002,0.408634919,0.591871778,4.067866332,0.011049873,0.013349337,0.702646268,0.233640983,-0.001690983,0.232795492,0.009875635,-0.168130213,0.780357921,0.586085682,55.85258741,2.706235166,3.514106418,8.119251227,28.53191284,10.44641754,-0.022853108,0.031915989,4.457596797,-0.036400403,0.033337716,0.01336439,0.018551599,0.02264019,-0.020461082,-0.014171612,0.272629496,0.041409727,-0.493706237,-3.176357292,2594,205.070801,0,1,0,0,0,0,0,0,1,0.000570719,3.11E-07
4752,4752,2799.223389,5,5,60.31299973,0.236819997,2.306986809,87.41630554,0.686999977,1.009999991,0.42134643,0.665493706,3.789410581,0.011220536,0.013839954,0.622939683,0.235680229,0.001139768,0.236250113,0.00432137,-0.163043277,0.777235805,0.583923264,55.8941874,2.712553793,3.486763578,8.04391758,28.04723884,4.713038998,0.016421667,0.012800135,1.592155268,-0.019826495,0,-0.009603314,0.022403449,0.001598411,-0.021905545,-0.017097613,-0.146627344,0.050369254,-0.08900232,-0.818895728,2594,205.223389,0,1,0,0,0,0,0,0,1,0.000573244,3.04E-07
4753,4753,2799.375732,5,5,61.03099823,0.238770008,2.309488535,87.65885925,0.686999977,1.003000021,0.427072187,0.698655878,3.421548262,0.011217825,0.014059316,0.617424733,0.234217231,0.004552777,0.236493619,0.001300942,-0.163043277,0.773898649,0.581318562,55.87184975,2.720227196,3.477115637,8.030358699,27.92248581,-6.354031009,0.035508317,0.019232697,-1.368286969,-0.071956191,-0.004152531,-0.020765097,0.039997795,-0.0007662,-0.010492805,-0.030325044,-5.180931453,0.090456184,0.249407293,1.306172438,2594,205.375732,0,1,0,0,0,0,0,0,1,0.000540306,3.14E-07
4754,4754,2799.528076,5,5,60.06299973,0.241699994,2.314898014,87.45040894,0.68599999,0.977999985,0.419352777,0.653946965,3.557110305,0.011237277,0.013916146,0.775416307,0.231053793,0.010646201,0.236376893,-0.009661152,-0.163675891,0.772300133,0.576698723,55.08256593,2.734007653,3.48540383,8.068354404,28.12147334,8.20511474,0.037882424,0.070498425,-3.332726921,-0.14653104,-0.025043272,-0.022153464,0.092651889,0.02417248,0.003082277,-0.069923015,-17.08718384,0.214199841,0.442086451,2.627813132,2594,205.528076,0,1,0,0,0,0,0,0,1,0.000514436,3.49E-07
4755,4755,2799.68042,5,5,61.31299973,0.252440006,2.320669174,86.94268799,0.680000007,0.92900002,0.429321039,0.711680671,3.642207093,0.011227162,0.013428512,1.091822608,0.227678846,0.02476116,0.240059426,-0.031984277,-0.167491083,0.772769699,0.566046372,52.47943599,2.766639714,3.505757612,8.135703622,28.5218049,4.095997064,0.037171848,0.028835721,-2.995247857,-0.196585799,-0.029450987,-0.021737923,0.050573644,0.003548899,0.000925253,-0.037604738,-9.327623488,0.1185669,0.412767069,2.442500874,2594,205.68042,0,1,0,0,0,0,0,0,1,0.000411549,3.67E-07
4756,4756,2799.833008,5,5,61.93799973,0.256839991,2.326341152,86.48564911,0.672999978,0.866999984,0.434305169,0.740547524,3.631276827,0.012477146,0.013907963,1.510498091,0.224361899,0.032478092,0.240600945,-0.061980911,-0.17198495,0.772910881,0.56030834,51.05615258,2.7847316,3.52428401,8.198686924,28.89450123,11.8941361,0.026860119,0.118547485,-1.564150081,0,-0.025529189,-0.015707672,0.134255157,0.051419906,-0.003847602,-0.100416496,-24.70975857,0.328831275,0.243612568,1.384951892,2594,205.833008,0,1,0,0,0,0,0,0,1,0.000344638,3.95E-07
4757,4757,2799.985352,5,5,63.75,0.274899989,2.33043313,86.24736023,0.666999996,0.866999984,0.448755163,0.824238317,3.72825079,0.01963476,0.0143936,1.977760037,0.22196893,0.052931059,0.248434459,-0.061980911,-0.175874169,0.772324722,0.545010489,47.29176912,2.834827072,3.534021093,8.235799837,29.10549034,-32.2036341,0.029901118,0.003216492,-0.326974787,0.090610902,-0.008560759,-0.017486034,0.020702526,-0.007134771,-0.014849287,-0.014616543,-1.080275099,0.049409784,0.136973262,0.594752539,2594,205.985352,0,1,0,0,0,0,0,0,1,0.000275441,3.82E-07
4758,4758,2800.137695,5,5,58.84400177,0.275389999,2.334988356,86.19754791,0.665000022,0.894999981,0.409631746,0.597645149,3.811334224,0.029385866,0.01438114,2.439437459,0.219305055,0.056084944,0.247347527,-0.048176974,-0.17717834,0.770062537,0.542783761,47.12719677,2.842354307,3.536063353,8.256666754,29.19609672,0,0.043500781,0.038465584,0.59279755,0.069226932,0,-0.025439053,0.063904638,0.006513266,-0.029387182,-0.046270414,-6.767892516,0.159120718,0.09693723,0.14184026,2594,206.137695,0,1,0,0,0,0,0,0,1,0.00032954,4.24E-07
4759,4759,2800.290039,5,5,58.84400177,0.28125,2.341615439,86.28785706,0.665000022,0.916999996,0.409631746,0.597645149,3.713636126,0.037141583,0.014651348,2.848229454,0.215429568,0.065820432,0.248339784,-0.037630666,-0.17717834,0.765585577,0.535734741,46.09614895,2.866595393,3.532362497,8.27143456,29.21770524,24.57598238,0.037299971,-0.153616294,0.524449629,0.009296285,0.05510274,-0.021812849,-0.131803445,-0.087714571,-0.025087688,0.099185565,30.28444127,-0.336085765,0.081408504,0.109879928,2594,206.290039,0,1,0,0,0,0,0,0,1,0.000302841,4.60E-07
4760,4760,2800.442627,5,5,62.59400177,0.257809997,2.347306967,86.36788178,0.677999973,0.920000017,0.439536529,0.770846267,3.575503637,0.042772609,0.014647102,3.182653254,0.212101189,0.045708808,0.234955593,-0.036212165,-0.168770323,0.761757497,0.550869268,50.71719128,2.815312739,3.529089564,8.283856521,29.2344716,25.63933092,-0.004220809,-0.054481909,0.753504372,0.070392442,0.050014526,0.00246831,-0.056950219,-0.0260068,-0.003207787,0.042183518,11.04267329,-0.137406913,-0.087051249,-0.561517354,2594,206.442627,0,1,0,0,0,0,0,0,1,0.000267735,5.44E-07
4761,4761,2800.594971,6,6,66.5,0.249510005,2.346663952,86.48267365,0.689999998,0.943000019,0.470685337,0.95125247,3.671920583,0.048117218,0.016909026,3.466880933,0.212477221,0.037032784,0.230993613,-0.025488299,-0.161150911,0.761268809,0.557295674,52.3994763,2.79437962,3.524405264,8.270594785,29.1489278,5.336629864,-0.066086882,-0.076931261,2.779392428,0.074592065,0.053210111,0.0386473,-0.11557856,-0.019141981,0.016845747,0.085112624,17.43383419,-0.267814337,-0.496288648,-2.672828389,2594,206.594971,0,1,0,0,0,0,0,0,1,0.000241905,5.50E-07
4762,4762,2800.747315,6,6,67.31300354,0.237789989,2.336596012,86.90609741,0.703000009,0.967999995,0.477168722,0.988802636,4.691504209,0.053809426,0.020167189,3.740963099,0.218364905,0.019425084,0.228077447,-0.014124645,-0.153044669,0.763835158,0.570262072,55.05541633,2.753579713,3.507233662,8.194988187,28.74173843,-7.38465174,-0.054632993,0.0256658,5.496070775,0.052523321,0.040265711,0.031949119,-0.006283318,0.028807459,-0.009960382,0.004132677,2.714329205,-0.01269414,-0.70309996,-4.242729958,2594,206.747315,0,1,0,0,0,0,0,0,1,0.000291379,5.04E-07
4763,4763,2800.899658,6,6,66.18800354,0.241699994,2.328273058,87.74338532,0.713,0.986000001,0.468197287,0.936842301,5.929422778,0.058829507,0.020389131,3.999368356,0.22323213,0.018467864,0.232466062,-0.006123085,-0.14691047,0.762317763,0.570891656,55.46892539,2.751645849,3.473766018,8.08787583,28.09538822,20.51278685,0.010862673,0.02881637,7.63885962,-0.031982152,0.011969655,-0.00635244,0.03516881,0.011231965,-0.063664657,-0.026330584,5.028423559,0.081360834,-0.657666177,-4.668617903,2594,206.899658,0,1,0,0,0,0,0,0,1,0.000361744,4.68E-07
4764,4764,2801.052002,6,6,69.31300354,0.246089995,2.329927921,88.90711975,0.716000021,0.975000024,0.49311794,1.081176566,6.833218775,0.061645763,0.019772978,4.180193154,0.222264374,0.023825621,0.234177184,-0.010995374,-0.145086965,0.752618835,0.56688035,56.23497555,2.764040684,3.428296756,7.987684334,27.38415229,-12.7008909,-0.020178107,0.112001094,9.107393504,-0.008771071,-0.03198007,0.011800063,0.100201032,0.061900579,-0.057193782,-0.075790481,-7.820681687,0.240759459,-0.87375491,-5.71137345,2594,207.052002,0,1,0,0,0,0,0,0,1,0.000322199,4.74E-07
4765,4765,2801.20459,6,6,67.375,0.263180018,2.326848984,90.29679871,0.708000004,0.972000003,0.47766312,0.991666064,7.605744785,0.061978339,0.019224375,4.225385587,0.224064922,0.039115096,0.24362247,-0.012333734,-0.14996674,0.74389175,0.555315632,55.04163337,2.800777688,3.375534843,7.85435982,26.51266524,-13.94869506,-0.178095599,0.067347483,9.7978605,0.014626743,-0.131850055,0.104149473,-0.03680199,0.085748478,0.026548269,0.024275887,1.068186578,-0.078201049,-1.429788145,-7.577851853,2594,207.20459,0,1,0,0,0,0,0,0,1,0.000363894,4.33E-07
4766,4766,2801.356934,6,6,65.25,0.273440003,2.299717188,91.78944397,0.675999999,0.976999998,0.460717076,0.893518764,8.131646374,0.061298129,0.01942016,4.142677576,0.239931469,0.033508534,0.256685736,-0.010105437,-0.170053305,0.74793622,0.559013918,55.20436518,2.788864228,3.320643171,7.636540174,25.35822498,-47.17643915,-0.304304005,-0.009649272,9.422772756,-0.055985847,-0.241921852,0.177955558,-0.18760483,0.084153143,0.106411891,0.143422198,14.71615627,-0.441692298,-1.766793788,-8.339651839,2594,207.356934,0,1,0,0,0,0,0,0,1,0.000432738,2.34E-07
4767,4767,2801.509277,6,6,58.06299973,0.271970004,2.253358603,93.22493744,0.620999992,0.958000004,0.40340356,0.561573035,8.694834264,0.061359348,0.019967736,4.018328564,0.267041753,0.004928251,0.269505878,-0.018634489,-0.206908405,0.764147326,0.580863285,57.44626858,2.721575498,3.269511341,7.367381508,24.0877374,-2.461534422,-0.223544806,-0.144213123,7.869878893,-0.258345966,-0.315186733,0.130727957,-0.27494108,-0.006742583,0.075553316,0.224769493,35.78887111,-0.629091447,-1.335645955,-6.31908514,2594,207.509277,0,1,0,0,0,0,0,0,1,0.000640038,8.78E-08
4768,4768,2801.661621,5,5,57.68799973,0.25,2.219302893,94.42386627,0.555999994,0.875,0.400413081,0.544252923,8.896772495,0.062797302,0.020175283,3.982918919,0.286957373,-0.036957373,0.268478686,-0.057991947,-0.254925213,0.775657421,0.615105569,62.89848836,2.625737191,3.227997352,7.163903861,23.12506269,8.598318806,-0.066190579,-0.064028567,5.301146224,-0.312554076,-0.418339315,0.038707941,-0.102736508,-0.012660313,-0.001381281,0.08662132,17.60433484,-0.22412599,-0.610628014,-3.241623568,2594,207.661621,0,1,0,0,0,0,0,0,1,0.000667954,3.61E-08
4769,4769,2801.814209,5,5,59,0.240230009,2.209203005,95.23275757,0.479999989,0.78399998,0.41087577,0.604850234,9.263342252,0.064578349,0.020281411,4.089565234,0.29286374,-0.052633731,0.266546874,-0.105683948,-0.318758773,0.775446654,0.628322943,65.58469861,2.591538254,3.200579276,7.070729354,22.63042983,9.642662461,0.002017283,0.147495031,2.904141876,-0.211263202,-0.435488174,-0.001179698,0.148674729,0.073157667,-0.025304219,-0.122994019,-20.75003616,0.321119307,-0.208199577,-1.350205975,2594,207.814209,0,1,0,0,0,0,0,0,1,0.000403267,1.81E-08
4770,4770,2801.966553,5,5,60.46900177,0.262699992,2.209510326,95.67518616,0.412000001,0.727999985,0.422590485,0.672698967,9.266537524,0.064866967,0.020121205,4.227947886,0.29268402,-0.029984028,0.277692006,-0.13786863,-0.385102783,0.771591708,0.609585542,62.4235551,2.640458854,3.18577891,7.039011397,22.42473405,-29.7419133,-0.057706296,0.214711541,2.269828021,-0.198639811,-0.37671332,0.033746372,0.180965169,0.124228957,0.018178622,-0.149522577,-35.35048151,0.418000759,-0.349571766,-1.639743306,2594,207.966553,0,1,0,0,0,0,0,0,1,0.000156609,9.57E-09
4771,4771,2802.118897,5,5,55.93799973,0.295410007,2.200719118,96.02098084,0.361000001,0.67900002,0.386457516,0.463425735,9.137334779,0.063284604,0.019958059,4.251659243,0.297825077,-0.00241507,0.296617542,-0.168130213,-0.442492797,0.774361112,0.586806675,57.03812134,2.704138761,3.174306152,6.985756236,22.174929,-52.30957747,-0.096498618,0.128197548,3.14915408,-0.498841015,-0.290722884,0.05643194,0.071765607,0.092314744,0.036452422,-0.060346049,-20.09756119,0.178039577,-0.532762803,-2.406389665,2594,208.118897,0,1,0,0,0,0,0,0,1,8.30E-05,5.02E-09
4772,4772,2802.27124,4,4,47.96900177,0.314940006,2.186018229,96.50073242,0.326000005,0.569999993,0.322907874,0.095361906,8.867058161,0.061884495,0.019482679,4.149564031,0.306422088,0.008517918,0.310681047,-0.24412515,-0.486782393,0.779914383,0.577613377,53.97639858,2.731261845,3.158525149,6.904593552,21.80833238,-23.35048326,-0.032021856,-0.166395785,2.697298084,-0.762762282,-0.265166137,0.018726232,-0.185122016,-0.073834777,-0.001692169,0.156537986,35.42072829,-0.450554623,-0.292883423,-1.528128275,2594,208.27124,0,1,0,0,0,0,0,0,1,6.12E-05,3.13E-09
4773,4773,2802.423828,4,4,44.40599823,0.289550006,2.181132078,96.91230774,0.296999991,0.43599999,0.294494315,-0.069202413,8.469652887,0.062252534,0.018557796,4.030786121,0.309279487,-0.019729481,0.299414746,-0.360513521,-0.527243564,0.779656179,0.601499195,59.38117667,2.662512616,3.145111259,6.859903057,21.57515834,1.851083732,0.109737902,-0.108964003,-2.058039503,-0.079560914,-0.282283292,-0.064174212,-0.044789791,-0.086569107,-0.054245055,0.035861538,16.59548338,-0.098227255,0.492408539,2.013365496,2594,208.423828,0,1,0,0,0,0,0,0,1,5.30E-05,2.61E-09
