TopDepth,BotDepth,_CAL,_GR,_SP,_LLD,_LLS,_AC,_DEN,_PEF,Lith_Section
2143.72,2144.23,8.84345,109.67,-3.57551,10.1212,9.29179,66.7116,2.52812,-0.0819893,muddy siltstone
2144.23,2144.99,8.87087,109.801,-4.29229,9.66744,9.33741,66.7125,2.54636,-0.273275,mudstone
2144.99,2145.94,9.01972,109.163,-8.1553,21.7613,22.7244,66.1103,2.50816,-0.254759,siltstone
2145.94,2146.76,8.90691,109.736,-9.23542,11.3941,13.0849,66.8092,2.53325,-0.219965,mudstone
2146.76,2147.27,8.87166,109.435,-11.3659,23.8212,24.5099,66.3069,2.51272,-0.581045,siltstone
2147.27,2148.03,8.99465,109.658,-13.2917,11.8598,12.8902,66.4586,2.50645,-0.532511,mudstone
2148.03,2148.92,8.82152,109.13,-13.5163,25.6828,24.4186,66.0974,2.49106,-0.110796,siltstone
2148.92,2150.25,8.90378,109.62,-11.8548,12.8581,13.4286,66.5024,2.5418,0.0400741,mudstone
2150.25,2151.26,8.94138,109.123,-15.9276,30.3458,28.2817,66.0093,2.47338,0.675356,siltstone
2151.26,2152.4,9.04636,110.041,-14.9548,9.89432,10.5359,67.0016,2.49961,0.584507,mudstone
2152.4,2154.48,8.89202,109.289,-22.7617,23.2301,24.6681,66.1391,2.50588,0.108408,siltstone
2154.48,2155.24,9.05889,110.141,-14.4296,8.61902,8.64389,67.0776,2.53211,0.292747,mudstone
2155.24,2156.19,9.46784,109.372,-13.2289,20.9959,21.5624,66.306,2.41522,0.21099,siltstone
2156.19,2157.13,8.95235,109.557,-14.1241,10.6777,9.69635,66.7333,2.48649,-0.187086,mudstone
2157.13,2157.83,9.22419,109.147,-19.1564,19.883,19.3175,66.5088,2.41636,-0.268313,siltstone
2157.83,2158.71,8.9547,109.626,-15.2207,11.6688,12.1724,66.6812,2.52356,-0.0448316,mudstone
2158.71,2159.6,9.22889,109.216,-11.6665,20.5422,21.2004,66.1099,2.39184,0.177741,siltstone
2159.6,2160.23,9.00954,109.735,-17.7905,10.1379,10.6667,66.5164,2.42206,-0.00588439,mudstone
2160.23,2161.3,8.78548,109.277,-30.8395,17.3587,17.9974,66.7137,2.44601,0.194116,siltstone
2161.3,2162.18,8.85834,109.704,-30.7355,10.8615,10.7245,67.2261,2.48535,0.229743,mudstone
2162.18,2163.13,8.9782,109.261,-32.6084,15.8505,16.9419,66.8225,2.43176,-0.00947857,siltstone
2163.13,2164.02,8.79253,109.297,-28.6397,13.9543,15.5031,66.652,2.48079,0.430878,siltstone
2164.02,2164.77,8.8035,109.339,-18.466,17.1437,19.6035,66.1525,2.50759,0.249562,siltstone
2164.77,2165.4,8.83875,109.613,-14.1141,13.3608,15.1168,66.396,2.5304,0.24729,muddy siltstone
2165.4,2166.92,8.88968,109.529,-12.276,12.544,12.8111,66.6002,2.5093,0.270912,mudstone
2166.92,2168.12,8.84267,109.669,-8.1041,10.1439,10.0827,66.7561,2.53667,0.287213,silty mudstone
2168.12,2169.82,8.86931,109.611,-10.631,12.433,13.6081,66.7187,2.51671,0.560706,muddy siltstone
2169.82,2170.58,8.77216,109.302,-17.4602,18.9874,20.9966,66.523,2.48992,0.17037,siltstone
2170.58,2171.4,8.71497,109.997,-13.1067,9.39758,10.4811,67.101,2.51671,0.364817,mudstone
2171.4,2172.92,8.76119,109.196,-14.1059,32.6588,32.8748,65.4729,2.55549,0.304002,siltstone
2172.92,2173.93,8.89986,109.422,-18.6824,14.1824,15.4423,66.6278,2.53496,-0.12789,muddy siltstone
2173.93,2174.56,9.09415,109.578,-17.3264,10.3552,10.475,66.9757,2.40952,-0.300431,mudstone
